adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category
0000006201-21-000014,6201,AMERICAN AIRLINES GROUP INC.,US,TX,FORT WORTH,2021-02-17 17:18:00.0,10-K,20201231.0,2020.0,FY,1196000000.0,,,6894000000.0,41000000.0,-6543000000.0,-8885000000.0,,91000000.0,-780000000.0,62008000000.0,11.39102564102564,-0.14328796284350406,-0.1461060317042689,,-80.49743589743589,,,True,High Risk
0000006281-21-000022,6281,ANALOG DEVICES INC,US,MA,WILMINGTON,2021-02-17 08:05:00.0,10-Q,20210131.0,2021.0,Q1,227273000.0,737536000.0,955633000.0,4949586000.0,144069000.0,349648000.0,388519000.0,,17605000.0,11997945000.0,21468603000.0,0.03238212877288569,0.01809707878989611,0.018290709668368224,3.245154505814593,0.7893566773309929,,,True,High Risk
0000006951-21-000013,6951,APPLIED MATERIALS INC /DE,US,CA,SANTA CLARA,2021-02-25 15:51:00.0,10-Q,20210131.0,2021.0,Q1,1124000000.0,3045000000.0,,7869000000.0,13000000.0,987000000.0,1130000000.0,5162000000.0,107000000.0,8214000000.0,23305000000.0,0.1375700024348673,0.048487449045269256,0.05094450205130517,2.7090747330960854,1.8372291210129048,0.21890740023246805,0.2214975327183008,False,Low Risk
0000007084-21-000008,7084,ARCHER-DANIELS-MIDLAND CO,US,IL,CHICAGO,2021-02-18 16:02:00.0,10-K,20201231.0,2020.0,FY,3746000000.0,2793000000.0,926000000.0,,173000000.0,-4784000000.0,1772000000.0,-7061000000.0,151000000.0,,49719000000.0,,0.03564029847744323,0.03854436299567137,0.7455953016550988,,-0.25095595524713216,-0.14201814195780285,True,High Risk
0000007789-21-000018,7789,ASSOCIATED BANC-CORP,US,WI,GREEN BAY,2021-02-09 16:21:00.0,10-K,20201231.0,2020.0,FY,,,,1720329000.0,10192000.0,550020000.0,306771000.0,1277012000.0,4000000.0,4090933000.0,33419783000.0,0.07498802840330067,0.009179323516253831,,,7.169232544263131,0.24022562043269757,0.03821125948064953,True,High Risk
0000008670-21-000007,8670,AUTOMATIC DATA PROCESSING INC,US,NJ,ROSELAND,2021-02-01 15:26:00.0,10-Q,20201231.0,2021.0,Q2,102000000.0,2509800000.0,1778100000.0,1407600000.0,80800000.0,1130900000.0,1249600000.0,,36200000.0,5399900000.0,49325900000.0,0.2314116928091261,0.02533354687902299,0.02538604214619321,24.605882352941176,8.134595085094169,,,True,High Risk
0000009984-21-000063,9984,BARNES GROUP INC,US,CT,BRISTOL,2021-02-22 17:15:00.0,10-K,20201231.0,2020.0,FY,112428000.0,,178560000.0,501531000.0,41066000.0,237199000.0,166186000.0,,10300000.0,1382677000.0,2676200000.0,0.12019148362198837,0.06209775054181302,0.06482089671000385,,0.9355207326078325,,,True,High Risk
0000010048-21-000007,10048,BARNWELL INDUSTRIES INC,US,HI,HONOLULU,2021-02-16 14:22:00.0,10-Q,20201231.0,2021.0,Q1,2104000.0,1625000.0,,1350000.0,,-1366000.0,584000.0,0.0,,-2045000.0,15182000.0,-0.2855745721271394,0.038466605190357,0.04465514604679614,0.7723384030418251,-8.4239608801956,,0.0,True,High Risk
0000010795-21-000029,10795,BECTON DICKINSON & CO,US,NJ,FRANKLIN LAKES,2021-02-04 16:10:00.0,10-Q,20201231.0,2021.0,Q1,,2370000000.0,,19301000000.0,348000000.0,713000000.0,1003000000.0,4225000000.0,,23765000000.0,54012000000.0,0.04220492320639596,0.018569947419092053,,,1.2727540500736376,0.237396449704142,0.07822335777234689,True,High Risk
0000011544-21-000013,11544,BERKLEY W R CORP,US,CT,GREENWICH,2021-02-18 17:22:00.0,10-K,20201231.0,2020.0,FY,,,,1056042000.0,,620199000.0,640749000.0,7691651000.0,,6074939000.0,28606913000.0,0.10547414550170792,0.022398397198607204,,,3.7090041562557254,0.08330448170360304,0.2688738557704566,True,High Risk
0000012208-21-000012,12208,"BIO-RAD LABORATORIES, INC.",US,CA,HERCULES,2021-02-12 21:01:00.0,10-K,20201231.0,2020.0,FY,107014000.0,419424000.0,,,27500000.0,285494000.0,3806267000.0,,41600000.0,9879940000.0,1682400000.0,0.38525203594353813,2.262403114598193,2.41608532765938,3.9193376567551907,-0.8297155650742818,,,True,High Risk
0000012927-21-000011,12927,BOEING CO,US,WA,SEATTLE,2021-02-01 14:20:00.0,10-K,20201231.0,2020.0,FY,15553000000.0,1955000000.0,22171000000.0,,317000000.0,15322000000.0,-11873000000.0,58158000000.0,243000000.0,-18316000000.0,152136000000.0,0.6482310548154618,-0.07804201503917547,-0.08692882716004188,0.12569922201504533,-9.306180388731164,-0.20415076171807833,0.3822763842877425,True,High Risk
0000014272-21-000066,14272,BRISTOL MYERS SQUIBB CO,US,NY,NEW YORK,2021-02-10 15:14:00.0,10-K,20201231.0,2020.0,FY,2713000000.0,7219000000.0,,,9900000000.0,14052000000.0,-9015000000.0,26577000000.0,37000000.0,37822000000.0,118481000000.0,-0.23835333932631803,-0.07608814915471679,-0.07787125976090112,2.6608920014743824,2.132594786103326,-0.33920307032396435,0.2243144470421418,True,High Risk
0000014930-21-000029,14930,BRUNSWICK CORP,US,IL,METTAWA,2021-02-16 13:43:00.0,10-K,20201231.0,2020.0,FY,393500000.0,,578500000.0,383800000.0,31900000.0,337000000.0,372700000.0,-290000000.0,13800000.0,1300900000.0,3770600000.0,0.28649396571604274,0.0988436853551159,0.1103609605874863,,1.8984549158275041,-1.2851724137931035,-0.07691083647164908,True,High Risk
0000015615-21-000006,15615,MASTEC INC,US,FL,CORAL GABLES,2021-02-25 17:31:00.0,10-K,20201231.0,2020.0,FY,535029000.0,784488000.0,187647000.0,837453000.0,23000000.0,529956000.0,322848000.0,6321000000.0,21900000.0,2001922000.0,5227849000.0,0.16126902047132705,0.061755417954879724,0.06879616094373958,1.4662532311332657,1.6114149302520278,0.05107546274323683,1.2091014870551924,False,Low Risk
0000016099-21-000005,16099,LUBYS INC,US,TX,HOUSTON,2021-02-01 16:57:00.0,10-Q,20201130.0,2021.0,Q1,6770000.0,,,,400000.0,-2131000.0,-3019000.0,,153000.0,101030000.0,177403000.0,-0.029882213203998812,-0.017017750545368453,-0.017692943334524976,,0.7559437790755221,,,True,High Risk
0000016868-21-000012,16868,CANADIAN NATIONAL RAILWAY CO,CA,QC,CANADA,2021-02-01 16:23:00.0,6-K,20201231.0,2020.0,FY,,1054000000.0,,,,5918000000.0,3562000000.0,,64000000.0,19651000000.0,44804000000.0,0.18126304004885246,0.0795018301937327,,,1.2799857513612538,,,True,High Risk
0000016875-21-000008,16875,CANADIAN PACIFIC RAILWAY LTD/CN,CA,AB,CALGARY ALBERTA,2021-02-18 12:22:00.0,10-K,20201231.0,2020.0,FY,,825000000.0,294000000.0,55000000.0,1000000.0,2712000000.0,2444000000.0,5232000000.0,16000000.0,6437000000.0,23640000000.0,0.3796799751437005,0.10338409475465313,,,2.672518253844959,0.46712538226299694,0.22131979695431472,True,High Risk
0000018230-21-000063,18230,CATERPILLAR INC,US,IL,DEERFIELD,2021-02-17 10:42:00.0,10-K,20201231.0,2020.0,FY,6128000000.0,7317000000.0,3642000000.0,,311000000.0,6327000000.0,,11929000000.0,202000000.0,,78324000000.0,,,,1.1940274151436032,,,0.15230325315356724,True,High Risk
0000018926-21-000017,18926,"LUMEN TECHNOLOGIES, INC.",US,LA,MONROE,2021-02-25 16:42:00.0,10-K,20201231.0,2020.0,FY,1134000000.0,1962000000.0,,,1700000000.0,6524000000.0,-1232000000.0,20712000000.0,175000000.0,11162000000.0,59394000000.0,-0.1103744848593442,-0.020742835976697984,-0.021146584277377273,1.7301587301587302,4.32108941049991,-0.05948242564696794,0.3487220931407213,True,High Risk
0000019584-21-000003,19584,CHEMED CORP,US,OH,CINCINNATI,2021-02-26 10:46:00.0,10-K,20201231.0,2020.0,FY,51101000.0,126853000.0,,961404000.0,10000000.0,287138000.0,205544000.0,2079583000.0,26802000.0,901200000.0,1434911000.0,0.2280781180648025,0.14324512112597923,0.14853484221099716,2.482397604743547,0.592222592099423,0.09883904609722238,1.44927664503234,False,Low Risk
0000019612-21-000031,19612,TCF FINANCIAL CORP,US,MI,DETROIT,2021-02-26 14:20:00.0,10-K,20201231.0,2020.0,FY,,,,3457802000.0,22000000.0,121106000.0,222759000.0,,2600000.0,5670813000.0,47802487000.0,0.03928166913633019,0.004659987669679195,,,7.429565037676255,,,True,High Risk
0000019617-21-000236,19617,JPMORGAN CHASE & CO,US,NY,NEW YORK,2021-02-23 16:17:00.0,10-K,20201231.0,2020.0,FY,,,,88394000000.0,,-79910000000.0,29131000000.0,119543000000.0,,279354000000.0,3386071000000.0,0.10427987428137775,0.008603186406900505,,,11.121075767663967,0.24368637226771955,0.03530433945419337,True,High Risk
0000020212-21-000019,20212,CHURCHILL DOWNS INC,US,KY,LOUISVILLE,2021-02-24 17:04:00.0,10-K,20201231.0,2020.0,FY,,36500000.0,,,4900000.0,197800000.0,-81900000.0,1054000000.0,3400000.0,367100000.0,2686400000.0,-0.22309997275946608,-0.030486896962477666,,,6.317897030781803,-0.07770398481973434,0.3923466349017272,True,High Risk
0000020286-21-000013,20286,CINCINNATI FINANCIAL CORP,US,OH,FAIRFIELD,2021-02-25 09:20:00.0,10-K,20201231.0,2020.0,FY,,,,1328000000.0,,1491000000.0,1216000000.0,7536000000.0,,10789000000.0,27542000000.0,0.11270738715358235,0.044150751579406,,,1.5527852442302346,0.1613588110403397,0.2736184736039503,True,High Risk
0000021076-21-000004,21076,CLOROX CO /DE/,US,CA,OAKLAND,2021-02-04 16:16:00.0,10-Q,20201231.0,2021.0,Q2,,616000000.0,,1176000000.0,,498000000.0,674000000.0,,,1184000000.0,6855000000.0,0.5692567567567568,0.09832239241429613,,,4.789695945945946,,,True,High Risk
0000021175-21-000022,21175,CNA FINANCIAL CORP,US,IL,CHICAGO,2021-02-09 10:46:00.0,10-K,20201231.0,2020.0,FY,,,,2211000000.0,,1775000000.0,690000000.0,-6000000.0,37000000.0,12707000000.0,64026000000.0,0.05430077909813489,0.010776871895792335,,,4.0386401196191075,-115.0,-9.371192952862899e-05,True,High Risk
0000021344-21-000008,21344,COCA COLA CO,US,GA,ATLANTA,2021-02-25 13:47:00.0,10-K,20201231.0,2020.0,FY,,3144000000.0,,17601000000.0,203000000.0,9844000000.0,7747000000.0,37266000000.0,141000000.0,19299000000.0,87296000000.0,0.40141976268200424,0.08874404325513197,,,3.5233431784030262,0.20788386196533032,0.4268924120234604,True,High Risk
0000021510-21-000022,21510,COHERENT INC,US,CA,SANTA CLARA,2021-02-10 16:13:00.0,10-Q,20201231.0,2021.0,Q1,60225000.0,226199000.0,,,2600000.0,60041000.0,144000.0,61459000.0,2272000.0,951878000.0,1889636000.0,0.00015127989091038977,7.6205152738411e-05,7.871385926945885e-05,3.755898713158987,0.985166166252398,0.0023430254315885387,0.0325242533482639,False,Low Risk
0000021665-21-000007,21665,COLGATE PALMOLIVE CO,US,NY,NEW YORK,2021-02-18 16:11:00.0,10-K,20201231.0,2020.0,FY,1237000000.0,1264000000.0,,,88000000.0,3056000000.0,2695000000.0,,107000000.0,117000000.0,15920000000.0,23.034188034188034,0.16928391959798994,0.18354559694885242,1.0218270008084074,135.06837606837607,,,True,High Risk
0000022356-21-000015,22356,COMMERCE BANCSHARES INC /MO/,US,MO,KANSAS CITY,2021-02-24 15:53:00.0,10-K,20201231.0,2020.0,FY,,,,,2400000.0,623992000.0,354057000.0,,14900000.0,3397047000.0,32922974000.0,0.10422493418548522,0.010754101376139349,,,8.691645125899052,,,True,High Risk
0000023194-21-000015,23194,COMSTOCK RESOURCES INC,US,TX,FRISCO,2021-02-17 16:19:00.0,10-K,20201231.0,2020.0,FY,252994000.0,120100000.0,137166000.0,,,85735000.0,-52417000.0,,2262000.0,-369272000.0,4657122000.0,0.14194685760090123,-0.011255234455957993,-0.011901788503876362,0.47471481537111554,-13.611630451266276,,,True,High Risk
0000024491-21-000011,24491,COOPER TIRE & RUBBER CO,US,OH,FINDLAY,2021-02-22 16:04:00.0,10-K,20201231.0,2020.0,FY,297578000.0,506305000.0,308287000.0,20815000.0,,459139000.0,37991000.0,,,1388899000.0,2971573000.0,0.027353320867824084,0.012784811276721117,0.014207580792035886,1.7014194597718917,1.1395169843163542,,,True,High Risk
0000024545-21-000004,24545,MOLSON COORS BEVERAGE CO,US,CO,GOLDEN,2021-02-11 11:17:00.0,10-K,20201231.0,2020.0,FY,1732700000.0,549600000.0,,,224100000.0,2331300000.0,1116500000.0,13338000000.0,24200000.0,13419400000.0,27331100000.0,0.08320044115236151,0.040850898792950154,0.043616007250453157,0.3171928204536273,1.0366856938462226,0.08370820212925476,0.4880154841920011,True,High Risk
0000025232-21-000008,25232,COUSINS PROPERTIES INC,US,GA,ATLANTA,2021-02-11 16:30:00.0,10-K,20201231.0,2020.0,FY,,,,5542762000.0,43100000.0,229034000.0,21409000.0,740340000.0,2555000.0,4359274000.0,7107398000.0,0.004911138873124286,0.003012213471090264,,,0.6304086414389185,0.02891779452683902,0.1041647027505706,True,High Risk
0000026172-21-000012,26172,CUMMINS INC,US,IN,COLUMBUS,2021-02-10 10:49:00.0,10-K,20201231.0,2020.0,FY,2820000000.0,,1112000000.0,,165000000.0,2722000000.0,,2832000000.0,1000000.0,8062000000.0,22624000000.0,,,,,1.8062515504837509,,0.12517680339462517,True,High Risk
0000026324-21-000007,26324,CURTISS WRIGHT CORP,US,NC,DAVIDSON,2021-02-25 13:42:00.0,10-K,20201231.0,2020.0,FY,222000000.0,,140200000.0,122535000.0,60600000.0,336273000.0,53993000.0,2391336000.0,14437000.0,1787574000.0,4021334000.0,0.03020462369669731,0.013426639020782656,0.014211174905917721,,1.2496042121892577,0.02257859205063613,0.5946623682588912,True,High Risk
0000027904-21-000003,27904,"DELTA AIR LINES, INC.",US,GA,ATLANTA,2021-02-12 17:28:00.0,10-K,20201231.0,2020.0,FY,3266000000.0,,,11259000000.0,10000000.0,7014000000.0,-12385000000.0,,119000000.0,1534000000.0,60266000000.0,-8.073663624511083,-0.20550559187601633,-0.21728070175438596,,38.28683181225554,,,True,High Risk
0000027996-21-000033,27996,DELUXE CORP,US,MN,SHOREVIEW,2021-02-19 15:32:00.0,10-K,20201231.0,2020.0,FY,116990000.0,161959000.0,177183000.0,,,217553000.0,8808000.0,1871375000.0,,,1874863000.0,,0.004697943263054421,0.005010600879585727,1.3843832806222753,,0.00470669961926391,0.9981395973999166,True,High Risk
0000028412-21-000054,28412,COMERICA INC /NEW/,US,TX,DALLAS,2021-02-09 17:04:00.0,10-K,20201231.0,2020.0,FY,,,,2185000000.0,1000000.0,928000000.0,,711000000.0,24000000.0,,88129000000.0,,,,,,,0.008067718912049382,True,High Risk
0000029905-21-000010,29905,DOVER CORP,US,IL,DOWNERS GROVE,2021-02-12 16:35:00.0,10-K,20201231.0,2020.0,FY,853942000.0,1137223000.0,,868882000.0,139043000.0,,683451000.0,,,,9152074000.0,,0.07467717153510778,0.08236203039431043,1.331733302730162,,,,True,High Risk
0000029915-21-000003,100790,UNION CARBIDE CORP /NEW/,US,TX,HOUSTON,2021-02-05 08:18:00.0,10-K,20201231.0,2020.0,FY,,26000000.0,,141000000.0,,801000000.0,427000000.0,3703000000.0,,1398000000.0,5375000000.0,0.3054363376251788,0.07944186046511628,,,2.844778254649499,0.11531190926275993,0.6889302325581396,True,High Risk
0000029989-21-000004,29989,OMNICOM GROUP INC.,US,NY,NEW YORK,2021-02-18 16:37:00.0,10-K,20201231.0,2020.0,FY,11768400000.0,7813400000.0,,747800000.0,83100000.0,1722300000.0,945400000.0,3814900000.0,70500000.0,2853900000.0,26783400000.0,0.331265986895126,0.035297983079071366,0.06296370296370296,0.6639305258148941,8.384841795437822,0.24781776717607276,0.1424352397380467,True,High Risk
0000030625-21-000034,30625,FLOWSERVE CORP,US,TX,IRVING,2021-02-23 16:03:00.0,10-K,20201231.0,2020.0,FY,447582000.0,753462000.0,463222000.0,502227000.0,13645000.0,190831000.0,116326000.0,0.0,19900000.0,1746739000.0,5314677000.0,0.06659609707002592,0.021887689505872134,0.02390049916839511,1.683405498880652,2.042628005672284,,0.0,True,High Risk
0000032604-21-000004,32604,EMERSON ELECTRIC CO,US,MO,ST LOUIS,2021-02-03 13:49:00.0,10-Q,20201231.0,2021.0,Q1,1715000000.0,2802000000.0,2910000000.0,,11000000.0,424000000.0,445000000.0,,-56000000.0,8421000000.0,22882000000.0,0.05284408027550172,0.019447600734201556,0.02102329097179572,1.6338192419825073,1.7172544828405178,,,True,High Risk
0000033185-21-000025,33185,EQUIFAX INC,US,GA,ATLANTA,2021-02-25 16:41:00.0,10-K,20201231.0,2020.0,FY,159100000.0,630600000.0,251800000.0,1470700000.0,141800000.0,946200000.0,74500000.0,,,3168400000.0,9611800000.0,0.023513445272061607,0.007750889531617387,0.007881346070434902,3.9635449402891263,2.033644741825527,,,True,High Risk
0000033213-21-000006,33213,EQT CORP,US,PA,PITTSBURGH,2021-02-17 16:17:00.0,10-K,20201231.0,2020.0,FY,796438000.0,566552000.0,,,26006000.0,2976256000.0,-967166000.0,3058843000.0,14503000.0,9803588000.0,18113469000.0,-0.09865428861351579,-0.05339485219534701,-0.05585056699384554,0.7113573184604451,0.8476367019911486,-0.3161868719643342,0.168871186408302,True,High Risk
0000034067-21-000015,34067,DMC GLOBAL INC.,US,CO,BROOMFIELD,2021-02-22 09:25:00.0,10-K,20201231.0,2020.0,FY,17574000.0,31366000.0,5301000.0,,1449000.0,30362000.0,-927000.0,,4408000.0,105780000.0,279645000.0,-0.008763471355643789,-0.0033149171270718232,-0.0035372093821903223,1.7847957209514056,1.6436471922858764,,,True,High Risk
0000034088-21-000012,34088,EXXON MOBIL CORP,US,TX,IRVING,2021-02-24 17:01:00.0,10-K,20201231.0,2020.0,FY,,16339000000.0,,,,36014000000.0,20840000000.0,290212000000.0,672000000.0,191650000000.0,362597000000.0,0.10873989042525437,0.057474275848945246,,,0.891974954343856,0.07180957369095696,0.8003706594373368,True,High Risk
0000034563-21-000010,34563,FARMER BROTHERS CO,US,TX,NORTHLAKE,2021-02-04 17:46:00.0,10-Q,20201231.0,2021.0,Q2,49797000.0,,,,600000.0,-2195000.0,4654000.0,,4600.0,146177000.0,392699000.0,0.031838114067192516,0.01185131614799121,0.013572390945517961,,1.6864623025510168,,,True,High Risk
0000034782-21-000036,34782,1ST SOURCE CORP,US,IN,SOUTH BEND,2021-02-18 16:17:00.0,10-K,20201231.0,2020.0,FY,,,,,20000.0,159695000.0,81461000.0,45548000.0,3290000.0,886845000.0,7316411000.0,0.09185483370825792,0.011134010924208605,,,7.249932062536295,1.7884649161324317,0.006225456716414646,True,High Risk
0000034903-21-000020,34903,FEDERAL REALTY INVESTMENT TRUST,US,MD,NORTH BETHESDA,2021-02-11 16:14:00.0,10-K,20201231.0,2020.0,FY,,,,3297305000.0,4060000.0,516688000.0,131706000.0,835494000.0,13243000.0,2535341000.0,7607624000.0,0.05194804170326595,0.017312369801662123,,,2.0006314732416666,0.15763847496211822,0.10982325099137391,True,High Risk
0000035527-21-000100,35527,FIFTH THIRD BANCORP,US,OH,CINCINNATI,2021-02-26 16:58:00.0,10-K,20201231.0,2020.0,FY,,,,,55000000.0,371000000.0,1427000000.0,,123000000.0,,204680000000.0,,0.006971858510846199,,,,,,True,High Risk
0000036966-21-000012,36966,FIRST HORIZON CORP,US,TN,MEMPHIS,2021-02-25 17:05:00.0,10-K,20201231.0,2020.0,FY,,,,5074000000.0,40000000.0,172000000.0,845000000.0,,,8012000000.0,84209000000.0,0.10546679980029955,0.010034556876343383,,,9.510359460808786,,,True,High Risk
0000037785-21-000024,37785,FMC CORP,US,PA,PHILADELPHIA,2021-02-25 17:03:00.0,10-K,20201231.0,2020.0,FY,946700000.0,,674700000.0,860200000.0,61900000.0,,111400000.0,,,2961800000.0,10186400000.0,0.03761226281315416,0.010936150160998978,0.012056668506553243,,2.4392599095144845,,,True,High Risk
0000037808-21-000011,37808,FNB CORP/PA/,US,PA,PITTSBURGH,2021-02-25 16:45:00.0,10-K,20201231.0,2020.0,FY,,,,4087000000.0,13000000.0,113000000.0,286000000.0,,16000000.0,4409000000.0,37354000000.0,0.06486731685189386,0.007656475879423891,,,7.472215921977773,,,True,High Risk
0000037996-21-000012,37996,FORD MOTOR CO,US,MI,DEARBORN,2021-02-04 18:58:00.0,10-K,20201231.0,2020.0,FY,,9237000000.0,,22165000000.0,,15022000000.0,,10541000000.0,8700000.0,33185000000.0,256540000000.0,,,,,6.730601175229772,,0.04108910891089109,True,High Risk
0000038009-21-000015,38009,FORD MOTOR CREDIT CO LLC,US,MI,DEARBORN,2021-02-04 19:12:00.0,10-K,20201231.0,2020.0,FY,,,,,,5703000000.0,1924000000.0,0.0,,15884000000.0,162209000000.0,0.12112817929992445,0.01186124074496483,,,9.212100226643162,,0.0,True,High Risk
0000038725-21-000044,38725,FRANKLIN ELECTRIC CO INC,US,IN,FORT WAYNE,2021-02-24 15:38:00.0,10-K,20201231.0,2020.0,FY,82593000.0,159827000.0,,283420000.0,9400000.0,211854000.0,100500000.0,,10100000.0,847833000.0,1272300000.0,0.11853749500196382,0.07899080405564725,0.08447458071609228,1.9351155666945141,0.5006493023979959,,,True,High Risk
0000038777-21-000029,38777,FRANKLIN RESOURCES INC,US,CA,SAN MATEO,2021-02-02 08:41:00.0,10-Q,20201231.0,2021.0,Q1,,,,,4800000.0,31700000.0,350500000.0,,,10114500000.0,20220900000.0,0.03465322062385684,0.01733355092997839,,,0.9991991695091206,,,True,High Risk
0000039263-21-000007,39263,"CULLEN/FROST BANKERS, INC.",US,TX,SAN ANTONIO,2021-02-05 16:40:00.0,10-K,20201231.0,2020.0,FY,,,,997168000.0,918000.0,562388000.0,331151000.0,1309178000.0,770000.0,3368917000.0,42391317000.0,0.09829598057773463,0.007811764847975825,,,11.583069573990691,0.25294574152636234,0.030883164115896658,True,High Risk
0000040211-21-000018,40211,GATX CORP,US,IL,CHICAGO,2021-02-18 12:06:00.0,10-K,20201231.0,2020.0,FY,,,,,,485200000.0,17800000.0,299400000.0,15900000.0,1957400000.0,7318900000.0,0.009093695718810668,0.002432059462487532,,,2.7390926739552466,0.05945223780895124,0.040907786689256584,True,High Risk
0000040533-21-000010,40533,GENERAL DYNAMICS CORP,US,VA,RESTON,2021-02-09 11:52:00.0,10-K,20201231.0,2020.0,FY,2952000000.0,3161000000.0,,,261000000.0,3148000000.0,3345000000.0,36193000000.0,101000000.0,26509000000.0,45887000000.0,0.1261835603002754,0.0728964630505372,0.07790846628624665,1.0707994579945799,0.7309970198800407,0.092421186417263,0.7887419094732713,False,Low Risk
0000040545-21-000011,40545,GENERAL ELECTRIC CO,US,MA,BOSTON,2021-02-12 10:24:00.0,10-K,20201231.0,2020.0,FY,,16691000000.0,,,1382000000.0,3597000000.0,5704000000.0,2507000000.0,353000000.0,35552000000.0,253452000000.0,0.16044104410441043,0.02250524754194088,,,6.129050405040504,2.2752293577981653,0.009891419282546596,True,High Risk
0000040729-21-000008,40729,ALLY FINANCIAL INC.,US,MI,DETROIT,2021-02-24 17:05:00.0,10-K,20201231.0,2020.0,FY,,,,,18000000.0,3739000000.0,687000000.0,1412000000.0,80000000.0,14703000000.0,182165000000.0,0.04672515813099368,0.003771306233359866,,,11.389648371080732,0.48654390934844194,0.007751214558230176,True,High Risk
