adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category
0000014272-25-000039,14272,BRISTOL MYERS SQUIBB CO,US,NJ,PRINCETON,2025-02-12 12:52:00.0,10-K,20241231.0,2024.0,FY,3259000000.0,8882000000.0,,,9700000000.0,13066000000.0,6327000000.0,46159000000.0,457000000.0,44361000000.0,95159000000.0,0.14262527896124974,0.0664887188810307,0.06884657236126224,2.7253758821724454,1.145104934514551,0.13706969388418294,0.48507235258882503,False,Low Risk
0000014930-25-000025,14930,BRUNSWICK CORP,US,IL,METTAWA,2025-02-14 14:23:00.0,10-K,20241231.0,2024.0,FY,558000000.0,,739400000.0,392000000.0,63300000.0,586100000.0,677000000.0,6812200000.0,18200000.0,1914200000.0,6230500000.0,0.35367255250235086,0.10865901613032662,0.11934773027765536,,2.2548845470692718,0.09938052317900238,1.093363293475644,True,High Risk
0000015615-25-000021,15615,MASTEC INC,US,FL,CORAL GABLES,2025-02-28 06:07:00.0,10-K,20241231.0,2024.0,FY,1242602000.0,1370074000.0,415075000.0,1263360000.0,169200000.0,352297000.0,33354000.0,9778038000.0,27400000.0,2706152000.0,9293300000.0,0.012325250022910761,0.0035890372634048186,0.004142994806164633,1.102584737510482,2.4341382154439217,0.0034111137633132537,1.0521599431848752,True,High Risk
0000016868-25-000011,16868,CANADIAN NATIONAL RAILWAY CO,CA,QC,CANADA,2025-02-04 16:13:00.0,6-K,20241231.0,2024.0,FY,,1300000000.0,51000000.0,,,6667000000.0,5118000000.0,,63000000.0,22744000000.0,52666000000.0,0.22502638058389027,0.09717844529677591,,,1.3155997186071051,,,True,High Risk
0000016875-25-000008,16875,CANADIAN PACIFIC KANSAS CITY LTD/CN,CA,AB,CALGARY ALBERTA,2025-02-27 11:25:00.0,10-K,20241231.0,2024.0,FY,,1887000000.0,667000000.0,88000000.0,61000000.0,4142000000.0,3517000000.0,8814000000.0,113000000.0,0.0,79902000000.0,,0.04401642011464044,,,,0.399024279555253,0.1103101299091387,True,High Risk
0000017313-25-000012,17313,CAPITAL SOUTHWEST CORP,US,TX,DALLAS,2025-02-04 16:06:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,-86403000.0,23484000.0,,1188000.0,590408000.0,1556758000.0,0.039775883795612525,0.015085196286127965,,,1.6367495020392677,,,True,High Risk
0000018230-25-000008,18230,CATERPILLAR INC,US,TX,IRVING,2025-02-14 09:37:00.0,10-K,20241231.0,2024.0,FY,7906000000.0,9310000000.0,4958000000.0,,284000000.0,7766000000.0,,59427000000.0,193000000.0,,87476000000.0,,,,1.177586643055907,,,0.6793520508482327,True,High Risk
0000018349-25-000049,18349,SYNOVUS FINANCIAL CORP,US,GA,COLUMBUS,2025-02-21 11:22:00.0,10-K,20241231.0,2024.0,FY,,,,,8500000.0,1191489000.0,757902000.0,,26751000.0,-82321000.0,59809534000.0,-9.206666585682875,0.012671926184878819,,,-727.5404210347299,,,True,High Risk
0000018926-25-000010,18926,"LUMEN TECHNOLOGIES, INC.",US,LA,MONROE,2025-02-20 16:17:00.0,10-K,20241231.0,2024.0,FY,1134000000.0,1318000000.0,,,1100000000.0,4735000000.0,-1548000000.0,17478000000.0,98000000.0,18972000000.0,34018000000.0,-0.08159392789373814,-0.04550532071256393,-0.04707456513806106,1.162257495590829,0.7930634619439173,-0.08856848609680741,0.5137868187430183,True,High Risk
0000019617-25-000270,19617,JPMORGAN CHASE & CO,US,NY,NEW YORK,2025-02-14 16:17:00.0,10-K,20241231.0,2024.0,FY,,,,90128000000.0,315000000.0,107119000000.0,37676000000.0,128695000000.0,,88415000000.0,3665743000000.0,0.4261267884408754,0.010277861814098807,,,40.460645818017305,0.29275418625432226,0.035107480257072034,True,High Risk
0000020212-25-000051,20212,CHURCHILL DOWNS INC,US,KY,LOUISVILLE,2025-02-19 17:47:00.0,10-K,20241231.0,2024.0,FY,158500000.0,106900000.0,,,4700000.0,,439400000.0,441600000.0,31800000.0,306800000.0,6955500000.0,1.4322033898305084,0.0631730285385666,0.06464616742680594,0.6744479495268139,21.671121251629724,0.9950181159420289,0.06348932499460859,True,High Risk
0000020286-25-000009,20286,CINCINNATI FINANCIAL CORP,US,OH,FAIRFIELD,2025-02-24 14:41:00.0,10-K,20241231.0,2024.0,FY,,,,1437000000.0,,2052000000.0,-487000000.0,6563000000.0,,1356000000.0,32769000000.0,-0.35914454277286134,-0.014861607006622113,,,23.16592920353982,-0.07420387018131952,0.2002807531508438,True,High Risk
0000021076-25-000013,21076,CLOROX CO /DE/,US,CA,OAKLAND,2025-02-03 16:45:00.0,10-Q,20241231.0,2025.0,Q2,,,,1288000000.0,,173000000.0,93000000.0,,,-493000000.0,5751000000.0,-0.18864097363083165,0.01617110067814293,,,-12.665314401622718,,,True,High Risk
0000021175-25-000008,21175,CNA FINANCIAL CORP,US,IL,CHICAGO,2025-02-11 10:26:00.0,10-K,20241231.0,2024.0,FY,,,,2221000000.0,,2502000000.0,682000000.0,11879000000.0,36000000.0,2215000000.0,64711000000.0,0.3079006772009029,0.010539166447744587,,,28.21489841986456,0.05741224008754946,0.1835700267342492,True,High Risk
0000021344-25-000011,21344,COCA COLA CO,US,GA,ATLANTA,2025-02-20 15:17:00.0,10-K,20241231.0,2024.0,FY,,3410000000.0,,19209000000.0,,11018000000.0,9542000000.0,43004000000.0,361000000.0,18116000000.0,97703000000.0,0.5267167145065136,0.09766332661228416,,,4.393188341797306,0.2218863361547763,0.4401502512717112,True,High Risk
0000021665-25-000008,21665,COLGATE PALMOLIVE CO,US,NY,NEW YORK,2025-02-13 16:05:00.0,10-K,20241231.0,2024.0,FY,1698000000.0,1586000000.0,,,80000000.0,2556000000.0,1785000000.0,,125000000.0,609000000.0,16393000000.0,2.9310344827586206,0.1088879399743793,0.12146988771691052,0.934040047114252,25.917898193760262,,,True,High Risk
0000022356-25-000016,22356,COMMERCE BANCSHARES INC /MO/,US,MO,KANSAS CITY,2025-02-25 15:21:00.0,10-K,20241231.0,2024.0,FY,,,,,2000000.0,559385000.0,488399000.0,82000.0,17000000.0,2944116000.0,31701061000.0,0.16588986303528802,0.015406392864894964,,,9.76759917068485,5956.085365853659,2.586664212910729e-06,True,High Risk
0000024545-25-000007,24545,MOLSON COORS BEVERAGE CO,US,CO,GOLDEN,2025-02-18 16:36:00.0,10-K,20241231.0,2024.0,FY,1980800000.0,757800000.0,,,208100000.0,1502000000.0,-175300000.0,,33600000.0,13196000000.0,26375100000.0,-0.013284328584419521,-0.00664642029793252,-0.007186104950746691,0.38257269789983844,0.9987193088814792,,,True,High Risk
0000025232-25-000012,25232,COUSINS PROPERTIES INC,US,GA,ATLANTA,2025-02-06 16:22:00.0,10-K,20241231.0,2024.0,FY,,,,5638709000.0,21400000.0,365166000.0,166793000.0,762290000.0,9982000.0,4524151000.0,7634474000.0,0.03686724868378619,0.021847346654137536,,,0.6874931893298876,0.21880517913130174,0.09984839820005936,True,High Risk
0000026172-25-000007,26172,CUMMINS INC,US,IN,COLUMBUS,2025-02-11 15:58:00.0,10-K,20241231.0,2024.0,FY,32000000.0,,3754000000.0,,142000000.0,1962000000.0,,28074000000.0,33000000.0,8850000000.0,32005000000.0,,,,,2.6163841807909605,,0.8771754413372911,True,High Risk
0000026324-25-000015,26324,CURTISS WRIGHT CORP,US,NC,DAVIDSON,2025-02-13 16:01:00.0,10-K,20241231.0,2024.0,FY,243833000.0,,188039000.0,140182000.0,61000000.0,294776000.0,294348000.0,,15384000.0,127104000.0,4620969000.0,2.3158043806646527,0.063698328207785,0.0672467110914534,,35.35581098942598,,,True,High Risk
0000027904-25-000004,27904,"DELTA AIR LINES, INC.",US,GA,ATLANTA,2025-02-11 17:02:00.0,10-K,20241231.0,2024.0,FY,4446000000.0,,,11641000000.0,9000000.0,6363000000.0,1318000000.0,,150000000.0,3887000000.0,72288000000.0,0.33907898121944946,0.01823262505533422,0.019427493293240176,,17.597375868278878,,,True,High Risk
0000027996-25-000051,27996,DELUXE CORP,US,MN,MINNEAPOLIS,2025-02-21 10:11:00.0,10-K,20241231.0,2024.0,FY,154863000.0,191005000.0,191427000.0,,,191531000.0,65395000.0,2238010000.0,,,3080622000.0,,0.021227855932990154,0.02235146503864467,1.2333804717718242,,0.02922015540591865,0.7264799121735805,True,High Risk
0000028412-25-000108,28412,COMERICA INC /NEW/,US,TX,DALLAS,2025-02-24 16:29:00.0,10-K,20241231.0,2024.0,FY,,,,2224000000.0,0.0,638000000.0,,1189000000.0,60000000.0,,85834000000.0,,,,,,,0.013852319593634223,True,High Risk
0000028823-25-000022,28823,"DIEBOLD NIXDORF, INC",US,OH,NORTH CANTON,2025-02-25 16:26:00.0,10-K,20241231.0,2024.0,FY,529000000.0,,,1038700000.0,69600000.0,-387900000.0,-581400000.0,3460700000.0,13400000.0,1063800000.0,4162000000.0,-0.5465313028764806,-0.13969245555021625,-0.16003303055326176,,2.9123895469073133,-0.16800069350131477,0.8314992791926958,True,High Risk
0000029905-25-000006,29905,DOVER CORP,US,IL,DOWNERS GROVE,2025-02-14 16:24:00.0,10-K,20241231.0,2024.0,FY,854465000.0,1321107000.0,64568000.0,886690000.0,151938000.0,,1065376000.0,,,4189528000.0,11348513000.0,0.2542949945674071,0.09387802613434905,0.10152192938320846,1.5461218423223888,1.708780798218797,,,True,High Risk
0000029915-25-000003,100790,UNION CARBIDE CORP /NEW/,US,TX,SEADRIFT,2025-02-04 07:46:00.0,10-K,20241231.0,2024.0,FY,,16000000.0,,1034000000.0,,1194000000.0,594000000.0,5449000000.0,,,5272000000.0,,0.11267071320182094,,,,0.10901082767480272,1.0335735963581183,True,High Risk
0000029989-25-000009,29989,OMNICOM GROUP INC.,US,NY,NEW YORK,2025-02-04 18:15:00.0,10-K,20241231.0,2024.0,FY,11634000000.0,8659800000.0,,492000000.0,80300000.0,926500000.0,1316500000.0,14289100000.0,81700000.0,3616300000.0,28044600000.0,0.36404612449188395,0.0469430835169694,0.0802225390905878,0.7443527591542032,6.755053507728894,0.09213316444002771,0.5095134179128958,True,High Risk
0000030625-25-000039,30625,FLOWSERVE CORP,US,TX,IRVING,2025-02-26 16:02:00.0,10-K,20241231.0,2024.0,FY,547824000.0,881869000.0,504430000.0,506525000.0,11400000.0,-40010000.0,188689000.0,0.0,25500000.0,1936100000.0,4790634000.0,0.09745829244357213,0.039387062338721766,0.04447264902269958,1.609767005461608,1.4743732245235266,,0.0,True,High Risk
0000030697-25-000003,30697,WENDY'S CO,US,OH,DUBLIN,2025-02-21 07:18:00.0,10-K,20241231.0,2024.0,FY,27370000.0,104797000.0,135149000.0,,58690000.0,259904000.0,177370000.0,2095505000.0,24538000.0,436405000.0,5182826000.0,0.40643439007344095,0.034222642241896604,0.034404328152543635,3.828900255754476,10.876183820075388,0.0846430812620347,0.4043170656317615,True,High Risk
0000031791-25-000009,31791,"REVVITY, INC.",US,MA,WALTHAM,2025-02-25 16:16:00.0,10-K,20241231.0,2024.0,FY,204121000.0,632811000.0,524470000.0,2416793000.0,370600000.0,679810000.0,569179000.0,,51518000.0,7141245000.0,13564665000.0,0.07970304897815438,0.04196041700992984,0.04260148389167387,3.1001758760735054,0.8994818130452042,,,True,High Risk
0000032604-25-000012,32604,EMERSON ELECTRIC CO,US,MO,ST LOUIS,2025-02-05 06:55:00.0,10-Q,20241231.0,2025.0,Q1,1335000000.0,2927000000.0,3875000000.0,,34000000.0,415000000.0,142000000.0,1700000000.0,30000000.0,21636000000.0,44246000000.0,0.006563135514882603,0.0032093296569181396,0.0033091748036633965,2.1925093632958803,1.045017563320392,0.08352941176470588,0.03842155223071012,False,Low Risk
0000033185-25-000025,33185,EQUIFAX INC,US,GA,ATLANTA,2025-02-20 16:26:00.0,10-K,20241231.0,2024.0,FY,197600000.0,908200000.0,245100000.0,1761300000.0,236700000.0,757100000.0,696200000.0,,,4534100000.0,12280000000.0,0.15354756180939988,0.05669381107491857,0.0576210024498444,4.596153846153846,1.7083654970115347,,,True,High Risk
0000033213-25-000011,33213,EQT CORP,US,PA,PITTSBURGH,2025-02-19 16:16:00.0,10-K,20241231.0,2024.0,FY,1272522000.0,823695000.0,,,,3465560000.0,1770965000.0,7497689000.0,67411000.0,14773200000.0,22669926000.0,0.11987687163241545,0.07811957568807239,0.08276541397264828,0.6472933277381452,0.5345305011778084,0.23620144820624062,0.3307328396219732,True,High Risk
0000034067-25-000028,34067,DMC GLOBAL INC.,US,CO,BROOMFIELD,2025-02-24 16:26:00.0,10-K,20241231.0,2024.0,FY,40202000.0,106205000.0,10830000.0,,36926000.0,44936000.0,12247000.0,,10058000.0,294515000.0,884495000.0,0.04158362052866577,0.013846319086032143,0.014505627785614709,2.6417839908462266,2.0032256421574455,,,True,High Risk
0000034088-25-000010,34088,EXXON MOBIL CORP,US,TX,SPRING,2025-02-19 16:40:00.0,10-K,20241231.0,2024.0,FY,,30296000000.0,,,,76797000000.0,55740000000.0,413680000000.0,648000000.0,204802000000.0,369067000000.0,0.2721653108856359,0.151029487870766,,,0.8020673626234118,0.13474182943337845,1.120880490534239,True,High Risk
0000034563-25-000018,34563,FARMER BROTHERS CO,US,TX,FORT WORTH,2025-02-06 17:04:00.0,10-Q,20241231.0,2025.0,Q2,48478000.0,,,,600000.0,-10867000.0,-1307000.0,,22000.0,38112000.0,185213000.0,-0.03429366078925273,-0.007056740077640338,-0.009558635316488097,,3.859702980688497,,,True,High Risk
0000034782-25-000025,34782,1ST SOURCE CORP,US,IN,SOUTH BEND,2025-02-18 16:03:00.0,10-K,20241231.0,2024.0,FY,,,,,20000.0,175530000.0,120532000.0,51829000.0,3590000.0,989568000.0,8727958000.0,0.12180264519467081,0.01380987397052094,,,7.8199679051869095,2.325570626483243,0.005938273305164851,True,High Risk
0000034903-25-000016,34903,FEDERAL REALTY INVESTMENT TRUST,US,MD,NORTH BETHESDA,2025-02-13 16:13:00.0,10-K,20241231.0,2024.0,FY,,,,3959276000.0,3437000.0,516769000.0,385491000.0,1074378000.0,15018000.0,2963509000.0,8436512000.0,0.13007924052196232,0.04569317272351417,,,1.8467981706821204,0.35880388466629065,0.12734860093839728,True,High Risk
0000035527-25-000079,35527,FIFTH THIRD BANCORP,US,OH,CINCINNATI,2025-02-24 17:25:00.0,10-K,20241231.0,2024.0,FY,,,,,48000000.0,6428000000.0,2446000000.0,,165000000.0,22210000000.0,214574000000.0,0.11013057181449798,0.011399330767008118,,,8.661143628995948,,,True,High Risk
0000036104-25-000016,36104,US BANCORP DE,US,MN,MINNEAPOLIS,2025-02-21 16:55:00.0,10-K,20241231.0,2024.0,FY,,,,8673000000.0,215000000.0,21119000000.0,5825000000.0,24302000000.0,202000000.0,55306000000.0,663491000000.0,0.10532311141648285,0.008779320292211951,,,10.99672729902723,0.2396922064027652,0.036627474977053195,True,High Risk
0000036966-25-000024,36966,FIRST HORIZON CORP,US,TN,MEMPHIS,2025-02-27 16:37:00.0,10-K,20241231.0,2024.0,FY,,,,5351000000.0,51000000.0,2291000000.0,900000000.0,3207000000.0,,8996000000.0,81661000000.0,0.10004446420631392,0.011021172897711269,,,8.077478879502001,0.2806361085126286,0.03927211275884449,True,High Risk
0000037785-25-000030,37785,FMC CORP,US,PA,PHILADELPHIA,2025-02-28 13:40:00.0,10-K,20241231.0,2024.0,FY,602400000.0,,684800000.0,935600000.0,60600000.0,,736500000.0,,,4410900000.0,11926200000.0,0.16697272665442428,0.06175479197061931,0.06504000423885975,,1.7038019451812556,,,True,High Risk
0000037808-25-000071,37808,FNB CORP/PA/,US,PA,PITTSBURGH,2025-02-27 17:24:00.0,10-K,20241231.0,2024.0,FY,,,,4692000000.0,14000000.0,1218000000.0,439000000.0,,22000000.0,5150000000.0,43725000000.0,0.08524271844660194,0.01004002287021155,,,7.490291262135922,,,True,High Risk
0000037996-25-000013,37996,FORD MOTOR CO,US,MI,DEARBORN,2025-02-05 20:44:00.0,10-K,20241231.0,2024.0,FY,,15601000000.0,,23128000000.0,,6853000000.0,-1981000000.0,158057000000.0,,48519000000.0,255884000000.0,-0.04082936581545374,-0.007741789248253115,,,4.273892701828149,-0.0125334531213423,0.6176900470525707,True,High Risk
0000038009-25-000007,38009,FORD MOTOR CREDIT CO LLC,US,MI,DEARBORN,2025-02-05 20:48:00.0,10-K,20241231.0,2024.0,FY,,,,,,3485000000.0,1989000000.0,9416000000.0,,12376000000.0,138576000000.0,0.16071428571428573,0.014353134741946657,,,10.197155785391079,0.21123619371282923,0.06794827387137745,True,High Risk
0000038725-25-000026,38725,FRANKLIN ELECTRIC CO INC,US,IN,FORT WAYNE,2025-02-21 16:08:00.0,10-K,20241231.0,2024.0,FY,152419000.0,222418000.0,100200000.0,344717000.0,17200000.0,101674000.0,187332000.0,,11000000.0,1206722000.0,1694200000.0,0.1552403950537075,0.1105725416125605,0.12150363767616802,1.4592537675749087,0.4039687682830014,,,True,High Risk
0000039263-25-000017,39263,"CULLEN/FROST BANKERS, INC.",US,TX,SAN ANTONIO,2025-02-06 16:22:00.0,10-K,20241231.0,2024.0,FY,,,,1055809000.0,,722582000.0,579150000.0,1696101000.0,18322000.0,4439555000.0,50845038000.0,0.13045226379670935,0.011390492027953641,,,10.45273298787829,0.3414596182656575,0.03335824038522697,True,High Risk
0000040211-25-000024,40211,GATX CORP,US,IL,CHICAGO,2025-02-19 16:20:00.0,10-K,20241231.0,2024.0,FY,,218400000.0,,,,533500000.0,155900000.0,1273000000.0,12700000.0,763800000.0,10072000000.0,0.2041110238282273,0.015478554408260525,,,12.186698088504844,0.12246661429693637,0.12638999205718823,True,High Risk
0000040533-25-000008,40533,GENERAL DYNAMICS CORP,US,VA,RESTON,2025-02-07 15:26:00.0,10-K,20241231.0,2024.0,FY,3095000000.0,3004000000.0,,,202000000.0,4579000000.0,3390000000.0,39407000000.0,130000000.0,17641000000.0,51585000000.0,0.19216597698543167,0.06571677813317825,0.06991132192204579,0.9705977382875606,1.924153959526104,0.08602532544979319,0.7639236212077154,True,High Risk
0000040545-25-000015,40545,GENERAL ELECTRIC CO,US,OH,EVENDALE,2025-02-03 06:31:00.0,10-K,20241231.0,2024.0,FY,7516000000.0,,,,338000000.0,5917000000.0,336000000.0,29139000000.0,143000000.0,27403000000.0,173300000000.0,0.012261431230157282,0.0019388343912290825,0.0020267335810452156,,5.324125095792431,0.011530937918253886,0.16814195037507212,True,High Risk
