adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Ticker,AvgPrice_2023,AvgPrice_2024,Performance
0000008670-24-000007,8670,AUTOMATIC DATA PROCESSING INC,US,NJ,ROSELAND,2024-02-01 15:48:00.0,10-Q,20231231.0,2024.0,Q2,76800000.0,3372400000.0,2634900000.0,2262900000.0,190200000.0,1358900000.0,1592200000.0,,44400000.0,-1745200000.0,50971000000.0,-0.912330964932386,0.0312373702693688,0.0312845078614066,43.911458333333336,-30.206394682557875,,,True,High Risk,ADP,229.57452,261.9928571428571,Low Risk
0000008818-24-000003,8818,AVERY DENNISON CORP,US,OH,MENTOR,2024-02-21 16:04:00.0,10-K,20231231.0,2023.0,FY,1277100000.0,1414900000.0,,854500000.0,44600000.0,1046800000.0,503000000.0,,47400000.0,-3021800000.0,7950500000.0,-0.1664570785624462,0.0632664612288535,0.0753738723888872,1.1079007125518754,-3.631047719902045,,,True,High Risk,AVY,180.16072,212.36710317460316,Low Risk
0000008858-24-000008,8858,AVNET INC,US,AZ,PHOENIX,2024-02-01 17:51:00.0,10-Q,20231231.0,2024.0,Q2,3308060000.0,4508742000.0,753130000.0,1691334000.0,,-966501000.0,117931000.0,,,3378212000.0,12997174000.0,0.0349092952129706,0.0090735878430187,0.0121714947310971,1.3629565364594354,2.847352978439482,,,True,High Risk,AVT,46.131,51.28174603174603,Low Risk
0000009984-24-000051,9984,BARNES GROUP INC,US,CT,BRISTOL,2024-02-26 16:47:00.0,10-K,20231231.0,2023.0,FY,145060000.0,,221462000.0,529791000.0,43485000.0,167806000.0,99873000.0,114469000.0,10201000.0,-220500000.0,2413700000.0,-0.452938775510204,0.0413775531341923,0.0440232914874109,,-11.946485260770976,0.872489494972438,0.0474247006670257,True,High Risk,,,,
0000010048-24-000005,10048,BARNWELL INDUSTRIES INC,US,HI,HONOLULU,2024-02-12 16:15:00.0,10-Q,20231231.0,2024.0,Q1,10000.0,2931000.0,,7687000.0,,897000.0,-664000.0,32000.0,30000.0,18744000.0,753000.0,-0.0354246692274861,-0.8818061088977424,-0.8936742934051144,293.1,-0.9598271446862996,-20.75,0.0424966799468791,True,High Risk,BRN,2.5658888,2.2865873015873017,High Risk
0000010795-24-000019,10795,BECTON DICKINSON & CO,US,NJ,FRANKLIN LAKES,2024-02-01 16:35:00.0,10-Q,20231231.0,2024.0,Q1,,2267000000.0,,19741000000.0,365000000.0,,281000000.0,508000000.0,,19590000000.0,52274000000.0,0.0143440530883103,0.0053755212916555,,,1.6684022460439,0.5531496062992126,0.0097180242568007,True,High Risk,BDX,253.84544,235.0095634920635,High Risk
0000011544-24-000005,11544,BERKLEY W R CORP,US,CT,GREENWICH,2024-02-23 16:09:00.0,10-K,20231231.0,2023.0,FY,,,,1017691000.0,,2929238000.0,251386000.0,1203647000.0,,6748332000.0,1680147000.0,0.0372515756486195,0.1496214319342295,,,-0.7510278095387127,0.2088535924569246,0.7163938631560215,True,High Risk,WRB,42.77108,55.95563492063493,Low Risk
0000012208-24-000013,12208,"BIO-RAD LABORATORIES, INC.",US,CA,HERCULES,2024-02-16 16:31:00.0,10-K,20231231.0,2023.0,FY,135041000.0,494645000.0,,,28400000.0,194400000.0,4254300000.0,,5400000.0,13685236000.0,300000.0,0.310867857887142,14181.0,-31.57390846141857,3.662924593271673,-0.9999780785658354,,,True,High Risk,BIO,393.2294,319.1788095238095,High Risk
0000014272-24-000044,14272,BRISTOL MYERS SQUIBB CO,US,NJ,PRINCETON,2024-02-13 11:54:00.0,10-K,20231231.0,2023.0,FY,1394000000.0,8151000000.0,,,10200000000.0,13066000000.0,6327000000.0,10762000000.0,583000000.0,28766000000.0,96820000000.0,0.2199471598414795,0.0653480685808717,0.0663026848028839,5.847202295552368,2.365779044705555,0.58790187697454,0.111154720099153,True,High Risk,BMY,62.790440000000004,49.621428571428574,High Risk
0000014930-24-000054,14930,BRUNSWICK CORP,US,IL,METTAWA,2024-02-16 12:00:00.0,10-K,20231231.0,2023.0,FY,662600000.0,,738300000.0,391300000.0,68600000.0,574000000.0,0.0,1199800000.0,3600000.0,2087400000.0,829800000.0,0.0,0.0,0.0,,-0.6024719747053751,0.0,1.44589057604242,True,High Risk,BC,81.52776000000001,81.30369047619047,High Risk
0000016875-24-000009,16875,CANADIAN PACIFIC KANSAS CITY LTD/CN,CA,AB,CALGARY ALBERTA,2024-02-27 11:58:00.0,10-K,20231231.0,2023.0,FY,,1016000000.0,667000000.0,78000000.0,3000000.0,3688000000.0,280000000.0,2003000000.0,11000000.0,-182000000.0,73495000000.0,-1.5384615384615383,0.0038097829784339,,,-404.8186813186813,0.1397903145282077,0.0272535546635825,True,High Risk,CP,77.16328,81.11162698412699,Low Risk
0000018230-24-000009,18230,CATERPILLAR INC,US,TX,IRVING,2024-02-16 10:05:00.0,10-K,20231231.0,2023.0,FY,7906000000.0,8856000000.0,4958000000.0,,218000000.0,12885000000.0,,142000000.0,193000000.0,,6042000000.0,,,,1.1201619023526437,,,0.0235021516054286,True,High Risk,CAT,248.98404000000002,350.25071428571425,Low Risk
0000018349-24-000053,18349,SYNOVUS FINANCIAL CORP,US,GA,COLUMBUS,2024-02-23 07:40:00.0,10-K,20231231.0,2023.0,FY,,,,,10500000.0,794016000.0,757902000.0,-337446000.0,27795000.0,52966000.0,5207472000.0,14.309217233697089,0.1455412530302611,,,97.31726012913944,-2.2459949147419143,-0.0648003484224207,True,High Risk,SNV,32.28232,42.84003968253968,Low Risk
0000018926-24-000016,18926,"LUMEN TECHNOLOGIES, INC.",US,LA,MONROE,2024-02-22 16:08:00.0,10-K,20231231.0,2023.0,FY,1134000000.0,31000000.0,,,1100000000.0,2160000000.0,2033000000.0,4687000000.0,52000000.0,11777000000.0,31000000.0,0.1726246072853867,65.58064516129032,-1.843155031731641,0.027336860670194,-0.997367750700518,0.4337529336462556,151.19354838709677,True,High Risk,LUMN,2.3304404000000005,3.5318353174603176,Low Risk
0000019617-24-000225,19617,JPMORGAN CHASE & CO,US,NY,NEW YORK,2024-02-16 16:20:00.0,10-K,20231231.0,2023.0,FY,,,,90128000000.0,315000000.0,78084000000.0,-3713000000.0,28971000000.0,,-10443000000.0,791000000.0,0.3555491716939576,-4.694058154235146,,,-1.0757445178588527,-0.1281626454040247,36.62579013906448,True,High Risk,JPM,144.054,205.20111111111112,Low Risk
0000020212-24-000055,20212,CHURCHILL DOWNS INC,US,KY,LOUISVILLE,2024-02-21 16:47:00.0,10-K,20231231.0,2023.0,FY,145500000.0,81500000.0,,,4800000.0,,417300000.0,974600000.0,32900000.0,0.0,701700000.0,,0.5946985891406584,0.750269687162891,0.5601374570446735,,0.4281756618099733,1.3889126407296566,True,High Risk,CHDN,124.95984000000001,132.39130952380953,Low Risk
0000020286-24-000014,20286,CINCINNATI FINANCIAL CORP,US,OH,FAIRFIELD,2024-02-26 14:05:00.0,10-K,20231231.0,2023.0,FY,,,,1437000000.0,,567000000.0,2968000000.0,6563000000.0,,11711000000.0,1562000000.0,0.2534369396294083,1.9001280409731116,,,-0.8666211254376227,0.4522322108791711,4.201664532650448,True,High Risk,CINF,105.75868,126.54869047619047,Low Risk
0000021076-24-000010,21076,CLOROX CO /DE/,US,CA,OAKLAND,2024-02-01 16:45:00.0,10-Q,20231231.0,2024.0,Q2,,,,1245000000.0,,173000000.0,184000000.0,,,220000000.0,373000000.0,0.8363636363636363,0.4932975871313673,,,0.6954545454545454,,,True,High Risk,CLX,149.08491999999998,150.0295634920635,High Risk
0000021175-24-000007,21175,CNA FINANCIAL CORP,US,IL,CHICAGO,2024-02-06 07:33:00.0,10-K,20231231.0,2023.0,FY,,,,2221000000.0,,919000000.0,-42000000.0,24000000.0,36000000.0,9081000000.0,11370000000.0,-0.0046250412950115,-0.0036939313984168,,,0.2520647505781301,-1.75,0.0021108179419525,True,High Risk,CNA,40.273720000000004,46.6047619047619,Low Risk
0000021344-24-000009,21344,COCA COLA CO,US,GA,ATLANTA,2024-02-20 13:21:00.0,10-K,20231231.0,2023.0,FY,,3487000000.0,,18822000000.0,165000000.0,11018000000.0,10714000000.0,85000000.0,251000000.0,24105000000.0,109551000000.0,0.4444721012238125,0.0977991985467955,,,3.5447417548226507,126.0470588235294,0.0007758943323201,True,High Risk,KO,59.872279999999996,63.98496031746033,Low Risk
0000021665-24-000003,21665,COLGATE PALMOLIVE CO,US,NY,NEW YORK,2024-02-15 16:03:00.0,10-K,20231231.0,2023.0,FY,1698000000.0,1586000000.0,,,89000000.0,3745000000.0,2166000000.0,,122000000.0,401000000.0,3542000000.0,5.401496259351621,0.611518915866742,1.1746203904555317,0.934040047114252,7.832917705735661,,,True,High Risk,CL,75.427,93.69107142857142,Low Risk
0000022356-24-000013,22356,COMMERCE BANCSHARES INC /MO/,US,MO,KANSAS CITY,2024-02-22 17:21:00.0,10-K,20231231.0,2023.0,FY,,,,,-1658000.0,286991000.0,488399000.0,82000.0,17100000.0,2465291000.0,2982438000.0,0.1981100811222691,0.1637583078005309,,,0.2097711791427462,5956.085365853659,2.7494284877003312e-05,True,High Risk,CBSH,48.927519999999994,55.92353174603174,Low Risk
0000024545-24-000005,24545,MOLSON COORS BEVERAGE CO,US,CO,GOLDEN,2024-02-20 09:23:00.0,10-K,20231231.0,2023.0,FY,2068200000.0,739800000.0,,,208100000.0,1502000000.0,1005700000.0,,33600000.0,13196000000.0,2800000.0,0.076212488632919,359.17857142857144,-0.4869274716761886,0.3577023498694517,-0.9997878144892391,,,True,High Risk,TAP,59.71372,58.21031746031746,High Risk
0000025232-24-000004,25232,COUSINS PROPERTIES INC,US,GA,ATLANTA,2024-02-07 16:18:00.0,10-K,20231231.0,2023.0,FY,,,,5630327000.0,15500000.0,389478000.0,2012000.0,84000.0,4073000.0,-62562000.0,7634474000.0,-0.0321600971835938,0.0002635414044241,,,-123.0305297145232,23.952380952380956,1.100272264991668e-05,True,High Risk,CUZ,22.156760000000002,26.028928571428573,Low Risk
0000026172-24-000012,26172,CUMMINS INC,US,IN,COLUMBUS,2024-02-12 15:25:00.0,10-K,20231231.0,2023.0,FY,4252000000.0,,3754000000.0,,324000000.0,2256000000.0,,1879000000.0,33000000.0,8975000000.0,32005000000.0,,,,,2.566016713091922,,0.0587095766286517,True,High Risk,CMI,234.84128000000004,298.28107142857147,Low Risk
0000026324-24-000004,26324,CURTISS WRIGHT CORP,US,NC,DAVIDSON,2024-02-20 08:43:00.0,10-K,20231231.0,2023.0,FY,266525000.0,,174440000.0,140182000.0,60000000.0,294776000.0,262829000.0,,15384000.0,2897922000.0,529221000.0,0.0906956777994714,0.4966337314656825,1.000506288637817,,-0.8173791427098452,,,True,High Risk,CW,186.9402,289.7194841269841,Low Risk
0000027904-24-000003,27904,"DELTA AIR LINES, INC.",US,GA,ATLANTA,2024-02-12 17:04:00.0,10-K,20231231.0,2023.0,FY,5106000000.0,,,11526000000.0,9000000.0,6464000000.0,280000000.0,,150000000.0,-313000000.0,-57000000.0,-0.8945686900958466,-4.912280701754386,-0.0542320356381948,,-0.8178913738019169,,,True,High Risk,DAL,38.42736,48.511626984126984,Low Risk
0000027996-24-000065,27996,DELUXE CORP,US,MN,MINNEAPOLIS,2024-02-22 13:12:00.0,10-K,20231231.0,2023.0,FY,154863000.0,191005000.0,218404000.0,,,198367000.0,62633000.0,104608000.0,,,3080622000.0,,0.0203312837472432,0.0214074364976746,1.2333804717718242,,0.5987400581217498,0.0339567788582955,True,High Risk,DLX,17.994439999999997,20.90948412698413,Low Risk
0000028412-24-000185,28412,COMERICA INC /NEW/,US,TX,DALLAS,2024-02-28 16:26:00.0,10-K,20231231.0,2023.0,FY,,,,2220000000.0,0.0,698000000.0,,1189000000.0,41000000.0,,85834000000.0,,,,,,,0.0138523195936342,True,High Risk,CMA,49.25852,55.91960317460318,Low Risk
0000029905-24-000008,29905,DOVER CORP,US,IL,DOWNERS GROVE,2024-02-09 16:32:00.0,10-K,20231231.0,2023.0,FY,1068144000.0,1432040000.0,,886690000.0,158628000.0,1115865000.0,1123818000.0,7907081000.0,,4286366000.0,1525449000.0,0.2621843305028082,0.7367129284558186,2.4574802374782694,1.340680657289654,-0.644116018090849,0.1421280495292763,5.183445005372189,False,Low Risk,DOV,143.54451999999998,179.6849603174603,Low Risk
0000029989-24-000007,29989,OMNICOM GROUP INC.,US,NY,NEW YORK,2024-02-07 06:36:00.0,10-K,20231231.0,2023.0,FY,11000200000.0,8097100000.0,,571100000.0,80300000.0,926500000.0,1316500000.0,1552700000.0,84800000.0,3616300000.0,28044600000.0,0.3640461244918839,0.0469430835169694,0.0772394452136772,0.7360866166069708,6.755053507728894,0.8478778901268758,0.0553653822839334,True,High Risk,OMC,85.63848,94.52309523809524,Low Risk
0000030625-24-000025,30625,FLOWSERVE CORP,US,TX,IRVING,2024-02-20 16:13:00.0,10-K,20231231.0,2023.0,FY,547824000.0,868632000.0,427578000.0,506525000.0,11400000.0,-40010000.0,186743000.0,3489000.0,29500000.0,1936100000.0,5108719000.0,0.0964531790713289,0.0365537818776096,0.0409443760489991,1.5856041356348023,1.6386648416920613,53.52335912869017,0.0006829500702622,False,Low Risk,FLS,36.31756,48.97384920634921,Low Risk
0000030697-24-000004,30697,WENDY'S CO,US,OH,DUBLIN,2024-02-26 16:31:00.0,10-K,20231231.0,2023.0,FY,43996000.0,104797000.0,18762000.0,,58690000.0,345416000.0,0.0,106705000.0,7687000.0,47042000.0,5182826000.0,0.0,0.0,0.0,2.381966542412947,109.17443986225076,0.0,0.0205881887603404,True,High Risk,WEN,21.085720000000002,18.051626984126987,High Risk
0000031791-24-000004,31791,"REVVITY, INC.",US,MA,WALTHAM,2024-02-27 14:10:00.0,10-K,20231231.0,2023.0,FY,272826000.0,612780000.0,527863000.0,2753055000.0,-370638000.0,679810000.0,943157000.0,,9500000.0,4417174000.0,14129855000.0,0.2135204544806249,0.0667492341570384,0.068063435531527,2.246046931010974,2.198845008143216,,,True,High Risk,RVTY,117.06439999999999,112.00833333333334,High Risk
0000032604-24-000008,32604,EMERSON ELECTRIC CO,US,MO,ST LOUIS,2024-02-07 16:05:00.0,10-Q,20231231.0,2024.0,Q1,1234000000.0,2518000000.0,3210000000.0,,34000000.0,415000000.0,-90000000.0,1024000000.0,30000000.0,20689000000.0,46513000000.0,-0.0043501377543622,-0.0019349429191838,-0.001987676406281,2.040518638573744,1.2481995263183334,-0.087890625,0.0220153505471588,True,High Risk,EMR,89.62072,110.63488095238094,Low Risk
0000033185-24-000017,33185,EQUIFAX INC,US,GA,ATLANTA,2024-02-22 16:20:00.0,10-K,20231231.0,2023.0,FY,197600000.0,908200000.0,245100000.0,1594200000.0,250700000.0,1334800000.0,545300000.0,,,4534100000.0,3296100000.0,0.1202664255309763,0.1654379418100179,0.1759883814749072,4.596153846153846,-0.2730420590635407,,,True,High Risk,EFX,206.38416,260.9242063492063,Low Risk
0000033213-24-000008,33213,EQT CORP,US,PA,PITTSBURGH,2024-02-14 16:17:00.0,10-K,20231231.0,2023.0,FY,1272522000.0,823695000.0,,,,1662448000.0,1735232000.0,7497689000.0,0.0,11172474000.0,22669926000.0,0.1553131383433964,0.0765433464582107,0.0810954450362296,0.6472933277381452,1.0290873802883769,0.2314355796832864,0.3307328396219732,True,High Risk,EQT,37.37516,37.57634920634921,High Risk
0000034067-24-000025,34067,DMC GLOBAL INC.,US,CO,BROOMFIELD,2024-02-23 16:09:00.0,10-K,20231231.0,2023.0,FY,46816000.0,94415000.0,8415000.0,,36926000.0,-12812000.0,26259000.0,,430000.0,294515000.0,878978000.0,0.0891601446445851,0.0298744678478869,0.031555153924356,2.016725051264525,1.9844931497546812,,,True,High Risk,BOOM,20.275299999999998,13.578293650793649,High Risk
0000034088-24-000018,34088,EXXON MOBIL CORP,US,TX,SPRING,2024-02-28 16:37:00.0,10-K,20231231.0,2023.0,FY,,30296000000.0,,,,55369000000.0,1215000000.0,15331000000.0,612000000.0,195049000000.0,67915000000.0,0.0062292039436244,0.017890009570787,,,-0.6518054437602859,0.0792511903985389,0.2257380549215931,True,High Risk,XOM,108.61667999999999,113.47654761904762,High Risk
0000034563-24-000022,34563,FARMER BROTHERS CO,US,TX,NORTHLAKE,2024-02-08 17:08:00.0,10-Q,20231231.0,2024.0,Q2,60088000.0,,,,1200000.0,-10867000.0,-20982000.0,,200000.0,-27786000.0,181846000.0,0.7551284819693371,-0.1153833463480087,-0.1723254324151185,,-7.544518822428561,,,True,High Risk,FARM,3.1384400000000006,2.7592857142857143,High Risk
0000034782-24-000033,34782,1ST SOURCE CORP,US,IN,SOUTH BEND,2024-02-20 17:10:00.0,10-K,20231231.0,2023.0,FY,,,,,110000.0,175530000.0,118557000.0,48568000.0,0.0,989568000.0,8339416000.0,0.1198068247962747,0.01421646311924,,,7.427329905574957,2.441051721297974,0.0058239090123337,True,High Risk,SRCE,46.09428,55.7456746031746,Low Risk
0000034903-24-000032,34903,FEDERAL REALTY INVESTMENT TRUST,US,MD,NORTH BETHESDA,2024-02-12 16:15:00.0,10-K,20231231.0,2023.0,FY,,,,3821801000.0,3150000.0,516769000.0,236985000.0,1074378000.0,14434000.0,2954012000.0,8233991000.0,0.0802247925871662,0.0287813042302329,,,1.7873925359815734,0.2205787907049474,0.1304808324420077,True,High Risk,FRT,97.85416000000001,106.7613888888889,Low Risk
0000035527-24-000088,35527,FIFTH THIRD BANCORP,US,OH,CINCINNATI,2024-02-27 17:11:00.0,10-K,20231231.0,2023.0,FY,,,,,47000000.0,6428000000.0,-1000000.0,,2000000.0,23111000000.0,2007000000.0,-4.3269438795378825e-05,-0.0004982561036372,,,-0.9131582363376748,,,True,High Risk,FITB,28.41956,39.287420634920636,Low Risk
0000036104-24-000018,36104,US BANCORP DE,US,MN,MINNEAPOLIS,2024-02-20 17:10:00.0,10-K,20231231.0,2023.0,FY,,,,8673000000.0,45000000.0,21119000000.0,-1542000000.0,8774000000.0,207000000.0,50766000000.0,6100000000.0,-0.0303746602056494,-0.2527868852459016,,,-0.8798408383563803,-0.1757465238203784,1.4383606557377049,True,High Risk,USB,37.454119999999996,44.04194444444445,Low Risk
0000036966-24-000015,36966,FIRST HORIZON CORP,US,TN,MEMPHIS,2024-02-22 18:16:00.0,10-K,20231231.0,2023.0,FY,,,,5351000000.0,47000000.0,725000000.0,999000000.0,,,8996000000.0,57857000000.0,0.1110493552690084,0.0172667093005167,,,5.431413961760782,,,True,High Risk,FHN,14.989759999999999,16.070079365079366,Low Risk
0000037785-24-000033,37785,FMC CORP,US,PA,PHILADELPHIA,2024-02-27 14:51:00.0,10-K,20231231.0,2023.0,FY,602400000.0,,684800000.0,909200000.0,64300000.0,,121000000.0,,,4410900000.0,11926200000.0,0.0274320433471627,0.01014572957019,0.0106854589448771,,1.7038019451812556,,,True,High Risk,FMC,95.52368,59.4529761904762,High Risk
0000037808-24-000006,37808,FNB CORP/PA/,US,PA,PITTSBURGH,2024-02-26 17:30:00.0,10-K,20231231.0,2023.0,FY,,,,4692000000.0,20000000.0,1218000000.0,439000000.0,,21000000.0,4692000000.0,40000000.0,0.0935635123614663,10.975,,,-0.9914748508098892,,,True,High Risk,FNB,12.060439999999998,14.146865079365078,Low Risk
0000037996-24-000009,37996,FORD MOTOR CO,US,MI,DEARBORN,2024-02-06 19:34:00.0,10-K,20231231.0,2023.0,FY,,15729000000.0,,22832000000.0,,15787000000.0,0.0,29129000000.0,0.0,42773000000.0,392000000.0,0.0,0.0,,,-0.9908353400509669,0.0,74.30867346938776,True,High Risk,F,12.318919999999999,11.641150793650795,High Risk
0000038009-24-000016,38009,FORD MOTOR CREDIT CO LLC,US,MI,DEARBORN,2024-02-06 19:36:00.0,10-K,20231231.0,2023.0,FY,,,,,,4963000000.0,0.0,1316000000.0,,9052000000.0,134945000000.0,0.0,0.0,,,13.907755192222714,0.0,0.009752121234577,True,High Risk,,,,
0000038725-24-000038,38725,FRANKLIN ELECTRIC CO INC,US,IN,FORT WAYNE,2024-02-23 16:03:00.0,10-K,20231231.0,2023.0,FY,139266000.0,230404000.0,100200000.0,344717000.0,17100000.0,315710000.0,187300000.0,,11700000.0,1067858000.0,1044400000.0,0.1753978525234628,0.179337418613558,0.2069306865060864,1.6544167277009465,-0.0219673402268841,,,True,High Risk,FELE,92.66308000000002,100.66884920634921,Low Risk
0000039263-24-000013,39263,"CULLEN/FROST BANKERS, INC.",US,TX,SAN ANTONIO,2024-02-06 16:21:00.0,10-K,20231231.0,2023.0,FY,,,,1055809000.0,,648293000.0,-9010000.0,-10761000.0,12753000.0,3137228000.0,50845038000.0,-0.0028719621270752,-0.0001772050991485,,,15.206994837480732,0.8372827804107424,-0.0002116430712471,True,High Risk,CFR,106.82544,113.18234126984126,Low Risk
