Ticker,adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,AvgPrice_2024,AvgPrice_2025,Performance,Predicted Behavior
SNA,0000091440-25-000010,91440,SNAP-ON INC,US,WI,KENOSHA,2025-02-13 17:01:00.0,10-K,20241231.0,2024.0,FY,238000000.0,791300000.0,,,28700000.0,675200000.0,911700000.0,4842500000.0,400000.0,5071300000.0,7544900000.0,0.1797763886971782,0.1208365916049251,0.1247724753315359,3.3247899159663867,0.4877644785360756,0.1882705214248838,0.6418242786518046,False,Low Risk,293.0584920634921,332.1022448979592,Low Risk,Growth
EME,0000105634-25-000015,105634,"EMCOR GROUP, INC.",US,CT,NORWALK,2025-02-26 07:33:00.0,10-K,20241231.0,2024.0,FY,935967000.0,3203490000.0,,91813000.0,61315000.0,497933000.0,406122000.0,11076120000.0,12100000.0,2469778000.0,5524607000.0,0.164436641673867,0.0735114733047979,0.0885059625509955,3.4226527217305738,1.2368840438290405,0.0366664499842905,2.004870210677429,False,Low Risk,373.2229365079365,424.8759183673469,Low Risk,Growth
NVDA,0001045810-25-000023,1045810,NVIDIA CORP,US,CA,SANTA CLARA,2025-02-26 16:49:00.0,10-K,20250131.0,2024.0,FY,2699000000.0,9999000000.0,6682000000.0,,699000000.0,5641000000.0,4368000000.0,26974000000.0,2710000000.0,26612000000.0,65728000000.0,0.1641364797835562,0.0664556962025316,0.0693014326738485,3.7047054464616527,1.4698632196001804,0.1619337139467635,0.4103882667964946,False,Low Risk,107.82559523809522,121.9230612244898,Low Risk,Growth
AVTR,0001722482-25-000015,1722482,"AVANTOR, INC.",US,PA,RADNOR,2025-02-07 09:00:00.0,10-K,20241231.0,2024.0,FY,625900000.0,1150200000.0,,,318300000.0,843600000.0,686500000.0,7512400000.0,45800000.0,4197000000.0,5252600000.0,0.1635692161067429,0.1306971785401515,0.1483778935310264,1.8376737498002875,0.2515129854658089,0.0913822480166125,1.4302250314130145,False,Low Risk,23.723849206349207,16.99377551020408,High Risk,Growth
BMY,0000014272-25-000039,14272,BRISTOL MYERS SQUIBB CO,US,NJ,PRINCETON,2025-02-12 12:52:00.0,10-K,20241231.0,2024.0,FY,3259000000.0,8882000000.0,,,9700000000.0,13066000000.0,6327000000.0,46159000000.0,457000000.0,44361000000.0,95159000000.0,0.1426252789612497,0.0664887188810307,0.0688465723612622,2.7253758821724454,1.145104934514551,0.1370696938841829,0.485072352588825,False,Low Risk,49.621428571428574,55.00673469387755,Low Risk,Growth
RSG,0001060391-25-000091,1060391,"REPUBLIC SERVICES, INC.",US,AZ,PHOENIX,2025-02-13 21:51:00.0,10-K,20241231.0,2024.0,FY,1412000000.0,1768000000.0,,,66000000.0,3190000000.0,1487586000.0,15645000000.0,23000000.0,10542000000.0,29053000000.0,0.1411104154809334,0.051202491997384,0.0538180963062117,1.2521246458923512,1.755928666287232,0.0950837967401725,0.5384986059959385,False,Low Risk,193.8140873015873,232.2021428571429,Low Risk,Growth
ESAB,0001877322-25-000021,1877322,ESAB CORP,US,MD,NORTH BETHESDA,2025-02-20 06:33:00.0,10-K,20241231.0,2024.0,FY,306593000.0,385198000.0,313489000.0,,35600000.0,214358000.0,205285000.0,2593480000.0,700000.0,1607399000.0,3828629000.0,0.1277125343489699,0.0536184101410713,0.0582858891845512,1.2563822396466977,1.3818784259539791,0.0791542637691441,0.6773913063919226,False,Low Risk,104.36825396825397,121.025,Low Risk,Growth
LH,0000920148-25-000032,920148,LABCORP HOLDINGS INC.,US,NC,BURLINGTON,2025-02-25 12:59:00.0,10-K,20241231.0,2024.0,FY,827500000.0,1913300000.0,804000000.0,0.0,193600000.0,1955900000.0,1279100000.0,11863900000.0,,10273400000.0,16725100000.0,0.12450600580139,0.0764778685927139,0.0804586855877616,2.3121450151057403,0.6280004672260401,0.1078144623606065,0.7093470293152209,False,Low Risk,218.2569841269841,239.80744897959184,Low Risk,Growth
VC,0001111335-25-000006,1111335,VISTEON CORP,US,MI,VAN BUREN TOWNSHIP,2025-02-18 07:09:00.0,10-K,20241231.0,2024.0,FY,551000000.0,666000000.0,,,-18000000.0,167000000.0,124000000.0,3756000000.0,27000000.0,1038000000.0,2727000000.0,0.1194605009633911,0.0454712137880454,0.056985294117647,1.208711433756806,1.6271676300578035,0.0330138445154419,1.3773377337733774,False,Low Risk,104.91373015873016,81.92438775510205,High Risk,Growth
HLT,0001585689-25-000008,1585689,HILTON WORLDWIDE HOLDINGS INC.,US,VA,MCLEAN,2025-02-06 10:06:00.0,10-K,20241231.0,2024.0,FY,457000000.0,1487000000.0,,,38000000.0,1681000000.0,1255000000.0,8773000000.0,,10720000000.0,15401000000.0,0.117070895522388,0.0814882150509707,0.083980192719486,3.25382932166302,0.436660447761194,0.1430525475891941,0.5696383351730407,False,Low Risk,216.08420634920637,241.41346938775507,Low Risk,Growth
ANSS,0001013462-25-000009,1013462,ANSYS INC,US,PA,CANONSBURG,2025-02-19 16:34:00.0,10-K,20241231.0,2024.0,FY,22772000.0,864526000.0,,,15722000.0,631003000.0,523710000.0,2065553000.0,168128000.0,4484048000.0,7322875000.0,0.1167940218302747,0.0715169929843128,0.0717400836673126,37.96443000175654,0.6330946947936329,0.253544692389883,0.282068586449994,False,Low Risk,329.7459126984127,329.5425510204082,High Risk,Growth
GLW,0001628280-25-005347,24741,CORNING INC /NY,US,NY,CORNING,2025-02-13 13:16:00.0,10-K,20241231.0,2024.0,FY,1466000000.0,1572000000.0,2533000000.0,16929000000.0,123000000.0,2615000000.0,1316000000.0,14189000000.0,175000000.0,11551000000.0,29499000000.0,0.1139295299108302,0.0446116817519237,0.0469446723504441,1.0723055934515688,1.5538048653796208,0.0927479033053774,0.4809993559103698,False,Low Risk,39.15484126984127,47.428877551020406,Low Risk,Growth
RL,0001037038-25-000007,1037038,RALPH LAUREN CORP,US,NY,NEW YORK,2025-02-06 10:18:00.0,10-Q,20241231.0,2025.0,Q3,332200000.0,446500000.0,192000000.0,2923800000.0,,948700000.0,276600000.0,1934000000.0,24600000.0,2430500000.0,6602600000.0,0.1138037440855791,0.0418925877684548,0.0441120183720336,1.3440698374473208,1.7165603785229375,0.1430196483971044,0.2929149123072729,False,Low Risk,181.29059523809525,241.45734693877552,Low Risk,Growth
AM,0001558370-25-000862,1623925,ANTERO MIDSTREAM CORP,US,CO,DENVER,2025-02-12 16:16:00.0,10-K,20241231.0,2024.0,FY,4457000.0,88610000.0,80630000.0,,70672000.0,699604000.0,257458000.0,919985000.0,19654000.0,2286698000.0,5737618000.0,0.1125894193286564,0.0448719311742259,0.0449068149315883,19.88108593224142,1.5091280090331125,0.2798502149491568,0.1603426718195599,False,Low Risk,14.249920634920636,16.897755102040815,Low Risk,Growth
SOLV,0001964738-25-000019,1964738,SOLVENTUM CORP,US,MN,ST. PAUL,2025-02-28 16:57:00.0,10-K,20241231.0,2024.0,FY,477000000.0,1313000000.0,0.0,,373000000.0,1679000000.0,1343000000.0,8130000000.0,37000000.0,12059000000.0,13943000000.0,0.1113691019155817,0.0963207344187047,0.0997326600326748,2.752620545073375,0.1562318600215606,0.165190651906519,0.5830882880298358,False,Low Risk,63.80618556701031,72.24061224489796,Low Risk,Growth
GMED,0001562762-25-000026,1237831,GLOBUS MEDICAL INC,US,PA,AUDUBON,2025-02-20 17:06:00.0,10-K,20241231.0,2024.0,FY,56671000.0,503235000.0,240460000.0,,17735000.0,178468000.0,190169000.0,1022843000.0,32810000.0,1741388000.0,5086083000.0,0.1092054154502041,0.0373900701187927,0.0378113783480056,8.87993859293113,1.9207063560791733,0.1859219841168194,0.2011062344047472,False,Low Risk,65.90793650793651,76.9765306122449,Low Risk,Growth
KNX,0001492691-25-000013,1492691,KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC.,US,AZ,PHOENIX,2025-02-20 12:08:00.0,10-K,20241231.0,2024.0,FY,355173000.0,888603000.0,220350000.0,,64843000.0,1435853000.0,771325000.0,7428582000.0,33928000.0,7087390000.0,12870765000.0,0.1088306132440856,0.059928450251403,0.0616291262930271,2.5018878124181736,0.8160091373552182,0.1038320637774477,0.5771670914665912,False,Low Risk,52.8595238095238,47.68897959183674,High Risk,Growth
ROCK,0000912562-25-000007,912562,"GIBRALTAR INDUSTRIES, INC.",US,NY,BUFFALO,2025-02-19 08:00:00.0,10-K,20241231.0,2024.0,FY,92124000.0,172736000.0,88719000.0,,11584000.0,102691000.0,82406000.0,1389966000.0,,825258000.0,1210613000.0,0.0998548332763814,0.0680696473604694,0.0736761827787309,1.8750379922712863,0.4669509414025674,0.0592863422558537,1.1481505650443204,False,Low Risk,72.52539682539683,59.82265306122448,High Risk,Growth
TRS,0000842633-25-000015,842633,TRIMAS CORP,US,MI,BLOOMFIELD HILLS,2025-02-27 16:40:00.0,10-K,20241231.0,2024.0,FY,91910000.0,148030000.0,59640000.0,677660000.0,19100000.0,72570000.0,66170000.0,883830000.0,9800000.0,682950000.0,1305000000.0,0.0968884984259462,0.0507049808429118,0.0545466535871204,1.6105973234686106,0.910828025477707,0.0748673387416132,0.677264367816092,False,Low Risk,25.64178571428572,23.40295918367347,High Risk,Growth
CHX,0001723089-25-000025,1723089,CHAMPIONX CORP,US,TX,THE WOODLANDS,2025-02-05 17:15:00.0,10-K,20241231.0,2024.0,FY,451680000.0,534534000.0,,2166911000.0,87300000.0,413360000.0,154969000.0,3805948000.0,20089000.0,1676622000.0,3387483000.0,0.0924293012974898,0.0457475358547924,0.0527858987813555,1.1834351753453771,1.0204214187813354,0.0407175820583991,1.123532723263851,False,Low Risk,31.34043650793651,27.633367346938776,High Risk,Growth
DTM,0001842022-25-000003,1842022,"DT MIDSTREAM, INC.",US,MI,DETROIT,2025-02-26 15:09:00.0,10-K,20241231.0,2024.0,FY,94000000.0,154000000.0,,,57000000.0,725000000.0,370000000.0,920000000.0,17000000.0,4139000000.0,8833000000.0,0.0893935733268905,0.0418883731461564,0.0423389403821947,1.6382978723404256,1.1340903599903358,0.4021739130434782,0.1041548737688214,False,Low Risk,73.01035714285715,99.27102040816328,Low Risk,Growth
IBM,0000051143-25-000015,51143,INTERNATIONAL BUSINESS MACHINES CORP,US,NY,ARMONK,2025-02-25 16:13:00.0,10-K,20241231.0,2024.0,FY,4132000000.0,7214000000.0,,,2395000000.0,10435000000.0,1639000000.0,60530000000.0,987000000.0,22533000000.0,14261000000.0,0.0727377623929348,0.1149288268704859,0.1618126172376345,1.7458857696030978,-0.3671060222784361,0.0270774822402114,4.244442886193114,False,Low Risk,193.9563888888889,245.0065306122449,Low Risk,Growth
FA,0000950170-25-029067,1210677,FIRST ADVANTAGE CORP,US,GA,ATLANTA,2025-02-27 16:16:00.0,10-K,20241231.0,2024.0,FY,47024000.0,142690000.0,16162000.0,977290000.0,68300000.0,212770000.0,64604000.0,810023000.0,7856000.0,906733000.0,1630654000.0,0.0712491990475696,0.0396184598326806,0.0407948826430416,3.0344079618918,0.7983838682390516,0.079755760021629,0.4967473173340267,False,Low Risk,17.322777777777777,16.2284693877551,High Risk,Growth
ORGO,0000950170-25-029137,1661181,ORGANOGENESIS HOLDINGS INC.,US,MA,CANTON,2025-02-27 16:31:00.0,10-K,20241231.0,2024.0,FY,30724000.0,81999000.0,30074000.0,319621000.0,4883000.0,24859000.0,15532000.0,450893000.0,6552000.0,241335000.0,460025000.0,0.0643586715561356,0.0337633824248682,0.0361797433502367,2.6688907694310635,0.9061677750844264,0.0344471970068286,0.980148904950818,False,Low Risk,3.057936507936508,4.052448979591837,Low Risk,Growth
SSRM,0000921638-25-000041,921638,SSR MINING INC.,US,CO,DENVER,2025-02-18 16:13:00.0,10-K,20241231.0,2024.0,FY,37095000.0,91340000.0,66478000.0,,,160896000.0,194140000.0,1148033000.0,97000.0,3373080000.0,5254657000.0,0.0575557057644645,0.0369462745142071,0.0372089493138749,2.4623264590915217,0.5578216348263308,0.169106637178548,0.2184791509702726,False,Low Risk,5.880476190476191,9.726836734693878,Low Risk,Growth
SPRS,0001213900-25-018755,747540,SURGE COMPONENTS INC,US,NY,DEER PARK,2025-02-28 16:01:00.0,10-K,20241130.0,2024.0,FY,3216590.0,6097411.0,735383.0,,,2192899.0,972110.0,36276542.0,,17503463.0,24676655.0,0.0555381526501355,0.039393912991854,0.0452985580425781,1.895613366950715,0.4098155890637184,0.0267972068561551,1.470075340438159,False,Low Risk,2.509718309859155,2.2487755102040814,High Risk,Growth
FDP,0001047340-25-000009,1047340,FRESH DEL MONTE PRODUCE INC,US,FL,CORAL GABLES,2025-02-24 16:45:00.0,10-K,20241231.0,2024.0,FY,100000.0,387000000.0,29600000.0,597700000.0,7800000.0,61800000.0,98600000.0,4442300000.0,6900000.0,1896300000.0,3184100000.0,0.0519959921953277,0.0309663641217298,0.030967336683417,3870.0,0.6791119548594632,0.0221957094297998,1.395150906064508,False,Low Risk,26.90833333333333,31.46765306122449,Low Risk,Growth
ESP,0001174947-25-000162,33533,ESPEY MFG & ELECTRONICS CORP,US,NY,SARATOGA SPRINGS,2025-02-12 16:02:00.0,10-Q,20241231.0,2025.0,Q2,3751209.0,6635490.0,,23930428.0,,5939155.0,1795370.0,10302541.0,75502.0,35879758.0,56542931.0,0.0500385203266978,0.0317523334614542,0.0340085515679901,1.7688937086683254,0.5759005676682658,0.1742647760392315,0.1822074097998209,False,Low Risk,24.7318253968254,28.80520408163265,Low Risk,Growth
WWD,0000950170-25-013640,108312,"WOODWARD, INC.",US,CO,FORT COLLINS,2025-02-04 16:51:00.0,10-Q,20241231.0,2025.0,Q1,287457000.0,457234000.0,292642000.0,396554000.0,8599000.0,46789000.0,90044000.0,20272000.0,,2070989000.0,4368915000.0,0.0434787437306523,0.0206101514907019,0.0220617240211708,1.5906170314168728,1.10957904653284,4.441791633780584,0.0046400536517647,False,Low Risk,162.29226190476192,185.49908163265303,Low Risk,Growth
PLUS,0001140361-25-003227,1022408,EPLUS INC,US,VA,HERNDON,2025-02-05 17:39:00.0,10-Q,20241231.0,2025.0,Q3,315676000.0,644616000.0,,,3900000.0,143492000.0,33847000.0,509055000.0,,782265000.0,1653469000.0,0.0432679462841875,0.0204702960865912,0.0253006257320826,2.0420177650502414,1.113694208484337,0.0664898684817947,0.3078709065606915,False,Low Risk,82.48162698412698,67.38438775510204,High Risk,Growth
HEI,0000046619-25-000015,46619,HEICO CORP,US,FL,HOLLYWOOD,2025-02-28 16:37:00.0,10-Q,20250131.0,2025.0,Q1,198429000.0,538487000.0,427781000.0,599399000.0,30200000.0,111652000.0,114698000.0,896363000.0,,3636877000.0,7592822000.0,0.031537497693763,0.0151061094280887,0.015511482822187,2.713751518175267,1.087731314531671,0.1279593200522556,0.1180539988952724,False,Low Risk,224.94186507936504,249.07418367346932,Low Risk,Growth
ALE,0000066756-25-000013,66756,ALLETE INC,US,MN,DULUTH,2025-02-12 19:11:00.0,10-K,20241231.0,2024.0,FY,102200000.0,129000000.0,,,,221300000.0,66300000.0,383500000.0,1600000.0,2809600000.0,6845600000.0,0.0235976651480637,0.0096850531728409,0.0098318355725598,1.2622309197651664,1.436503416856492,0.1728813559322033,0.0560213859997662,False,Low Risk,62.17285714285715,65.38591836734693,Low Risk,Growth
ELMD,0000897101-25-000089,1488917,"ELECTROMED, INC.",US,MN,NEW PRAGUE,2025-02-11 16:11:00.0,10-Q,20241231.0,2025.0,Q2,1010000.0,23333000.0,,,25000.0,3227000.0,155000.0,13689000.0,,37667000.0,52234000.0,0.004115007831789,0.0029674158594019,0.0030259253474933,23.101980198019803,0.386731090875302,0.0113229600409087,0.2620706819313091,False,Low Risk,17.859444444444446,26.562244897959182,Low Risk,Growth
