Ticker,adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,AvgPrice_2023,AvgPrice_2024,Performance,Predicted Behavior
VC,0001111335-24-000018,1111335,VISTEON CORP,US,MI,VAN BUREN TOWNSHIP,2024-02-20 07:10:00.0,10-K,20231231.0,2023.0,FY,551000000.0,672000000.0,,,18000000.0,167000000.0,41000000.0,576000000.0,1000000.0,1038000000.0,2450000000.0,0.0394990366088632,0.016734693877551,0.0215903106898367,1.219600725952813,1.3603082851637764,0.0711805555555555,0.2351020408163265,False,Low Risk,141.19064,104.91373015873016,High Risk,Growth
HEI,0000046619-24-000014,46619,HEICO CORP,US,FL,HOLLYWOOD,2024-02-28 16:51:00.0,10-Q,20240131.0,2024.0,Q1,194894000.0,509075000.0,381837000.0,585888000.0,30200000.0,111652000.0,114698000.0,896363000.0,,3266438000.0,4006748000.0,0.0351140906394059,0.0286262075877993,0.030089819809468,2.6120609151641405,0.2266413751003386,0.1279593200522556,0.2237133455859964,False,Low Risk,168.98808000000002,224.94186507936504,Low Risk,Growth
BHE,0000950170-24-020565,863436,BENCHMARK ELECTRONICS INC,US,AZ,TEMPE,2024-02-26 21:59:00.0,10-K,20231231.0,2023.0,FY,367480000.0,491957000.0,114676000.0,,6384000.0,174294000.0,35770000.0,1251475000.0,15300000.0,1079085000.0,2274755000.0,0.0331484544776361,0.0157247703598849,0.0187545057739445,1.3387313595297703,1.1080406084784795,0.0285822729179568,0.5501581488995518,False,Low Risk,24.76744,38.56138888888889,Low Risk,Growth
ALE,0000066756-24-000007,66756,ALLETE INC,US,MN,DULUTH,2024-02-20 06:06:00.0,10-K,20231231.0,2023.0,FY,103000000.0,134700000.0,,,,221300000.0,61900000.0,402700000.0,900000.0,2809600000.0,4291400000.0,0.0220316059225512,0.0144241972316726,0.0147789131888071,1.307766990291262,0.5274060364464692,0.1537124410230941,0.0938388404716409,False,Low Risk,59.16768,62.17285714285715,Low Risk,Growth
PPL,0000922224-24-000008,922224,PPL CORP,US,PA,ALLENTOWN,2024-02-16 11:55:00.0,10-K,20231231.0,2023.0,FY,49000000.0,143000000.0,,2087000000.0,4000000.0,1758000000.0,266000000.0,3348000000.0,,13915000000.0,1287000000.0,0.0191160618038088,0.2066822066822067,0.2148626817447496,2.9183673469387754,-0.9075098814229248,0.0794504181600955,2.601398601398601,False,Low Risk,26.7702,29.591230158730163,Low Risk,Growth
NWSA,0001564708-24-000070,1564708,NEWS CORP,US,NY,NEW YORK,2024-02-08 06:57:00.0,10-Q,20231231.0,2024.0,Q2,440000000.0,1516000000.0,1095000000.0,11334000000.0,,305000000.0,156000000.0,2521000000.0,,8182000000.0,3073000000.0,0.0190662429723783,0.0507647250244061,0.0592480060767185,3.4454545454545453,-0.6244194573453923,0.0618802062673542,0.8203709729905629,False,Low Risk,19.6106,26.58055555555556,Low Risk,Growth
XYZ,0001628280-24-006354,1512673,"BLOCK, INC.",US,CA,OAKLAND,2024-02-22 16:18:00.0,10-K,20231231.0,2023.0,FY,95846000.0,134824000.0,382571000.0,,138758000.0,847830000.0,166284000.0,17661203000.0,608042000.0,18695256000.0,31364340000.0,0.0088944489446948,0.005301689753395,0.0053179408000909,1.4066732049329131,0.6776630392223567,0.0094152136748555,0.5630981873044355,False,Low Risk,63.91072,72.23777777777777,Low Risk,Growth
ESAB,0001877322-24-000035,1877322,ESAB CORP,US,MD,NORTH BETHESDA,2024-02-29 06:08:00.0,10-K,20231231.0,2023.0,FY,306593000.0,385198000.0,285310000.0,,35600000.0,214358000.0,12000000.0,1004208000.0,2600000.0,1350207000.0,3754015000.0,0.0088875261348815,0.0031965775309901,0.0034808619310313,1.2563822396466977,1.780325535269777,0.0119497155967687,0.26750239410338,False,Low Risk,65.87464000000001,104.36825396825397,Low Risk,Growth
GTBIF,0000950170-24-022653,1795139,GREEN THUMB INDUSTRIES INC.,US,IL,CHICAGO,2024-02-29 07:48:00.0,10-K,20231231.0,2023.0,FY,18423000.0,30975000.0,59552000.0,,45208000.0,158564000.0,11978000.0,1017375000.0,16826000.0,1702878000.0,2433528000.0,0.0070339742483019,0.0049220719876656,0.0049596187329329,1.6813222602182054,0.4290677312173861,0.0117734365401154,0.4180658697989092,False,Low Risk,8.502664068,11.395515873015873,Low Risk,Growth
GLW,0001437749-24-003735,24741,CORNING INC /NY,US,NY,CORNING,2024-02-12 13:58:00.0,10-K,20231231.0,2023.0,FY,1466000000.0,1721000000.0,3147000000.0,16929000000.0,123000000.0,2005000000.0,50000000.0,228000000.0,9000000.0,11551000000.0,2136000000.0,0.0043286295558826,0.0234082397003745,0.0746268656716417,1.1739427012278307,-0.815080945372695,0.219298245614035,0.1067415730337078,False,Low Risk,32.2256,39.15484126984127,Low Risk,Growth
CVCO,0000278166-24-000007,278166,CAVCO INDUSTRIES INC.,US,AZ,PHOENIX,2024-02-02 14:31:00.0,10-Q,20231231.0,2024.0,Q3,30730000.0,89347000.0,247244000.0,277847000.0,1200000.0,206104000.0,0.0,67697000.0,,976286000.0,1307975000.0,0.0,0.0,0.0,2.90748454279206,0.3397457302470792,0.0,0.0517571054492631,False,Low Risk,282.40726,393.5131349206349,Low Risk,Growth
DTM,0001842022-24-000003,1842022,"DT MIDSTREAM, INC.",US,MI,DETROIT,2024-02-16 13:48:00.0,10-K,20231231.0,2023.0,FY,119000000.0,154000000.0,,,57000000.0,725000000.0,0.0,581000000.0,20000000.0,4139000000.0,8833000000.0,0.0,0.0,0.0,1.2941176470588236,1.1340903599903358,0.0,0.065776067021397,False,Low Risk,51.73992,73.01035714285715,Low Risk,Growth
