Ticker,adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,AvgPrice_2024,AvgPrice_2025,Performance,Predicted Behavior
SNA,0000091440-25-000010,91440,SNAP-ON INC,US,WI,KENOSHA,2025-02-13 17:01:00.0,10-K,20241231.0,2024.0,FY,238000000.0,791300000.0,,,28700000.0,675200000.0,911700000.0,4842500000.0,400000.0,5071300000.0,7544900000.0,0.1797763886971782,0.1208365916049251,0.1247724753315359,3.3247899159663867,0.4877644785360756,0.1882705214248838,0.6418242786518046,False,Low Risk,293.0584920634921,332.1022448979592,Low Risk,Growth
EME,0000105634-25-000015,105634,"EMCOR GROUP, INC.",US,CT,NORWALK,2025-02-26 07:33:00.0,10-K,20241231.0,2024.0,FY,935967000.0,3203490000.0,,91813000.0,61315000.0,497933000.0,406122000.0,11076120000.0,12100000.0,2469778000.0,5524607000.0,0.164436641673867,0.0735114733047979,0.0885059625509955,3.4226527217305738,1.2368840438290405,0.0366664499842905,2.004870210677429,False,Low Risk,373.2229365079365,424.8759183673469,Low Risk,Growth
NVDA,0001045810-25-000023,1045810,NVIDIA CORP,US,CA,SANTA CLARA,2025-02-26 16:49:00.0,10-K,20250131.0,2024.0,FY,2699000000.0,9999000000.0,6682000000.0,,699000000.0,5641000000.0,4368000000.0,26974000000.0,2710000000.0,26612000000.0,65728000000.0,0.1641364797835562,0.0664556962025316,0.0693014326738485,3.7047054464616527,1.4698632196001804,0.1619337139467635,0.4103882667964946,False,Low Risk,107.82559523809522,121.9230612244898,Low Risk,Growth
AVTR,0001722482-25-000015,1722482,"AVANTOR, INC.",US,PA,RADNOR,2025-02-07 09:00:00.0,10-K,20241231.0,2024.0,FY,625900000.0,1150200000.0,,,318300000.0,843600000.0,686500000.0,7512400000.0,45800000.0,4197000000.0,5252600000.0,0.1635692161067429,0.1306971785401515,0.1483778935310264,1.8376737498002875,0.2515129854658089,0.0913822480166125,1.4302250314130145,False,Low Risk,23.723849206349207,16.99377551020408,High Risk,Growth
BMY,0000014272-25-000039,14272,BRISTOL MYERS SQUIBB CO,US,NJ,PRINCETON,2025-02-12 12:52:00.0,10-K,20241231.0,2024.0,FY,3259000000.0,8882000000.0,,,9700000000.0,13066000000.0,6327000000.0,46159000000.0,457000000.0,44361000000.0,95159000000.0,0.1426252789612497,0.0664887188810307,0.0688465723612622,2.7253758821724454,1.145104934514551,0.1370696938841829,0.485072352588825,False,Low Risk,49.621428571428574,55.00673469387755,Low Risk,Growth
RSG,0001060391-25-000091,1060391,"REPUBLIC SERVICES, INC.",US,AZ,PHOENIX,2025-02-13 21:51:00.0,10-K,20241231.0,2024.0,FY,1412000000.0,1768000000.0,,,66000000.0,3190000000.0,1487586000.0,15645000000.0,23000000.0,10542000000.0,29053000000.0,0.1411104154809334,0.051202491997384,0.0538180963062117,1.2521246458923512,1.755928666287232,0.0950837967401725,0.5384986059959385,False,Low Risk,193.8140873015873,232.2021428571429,Low Risk,Growth
ESAB,0001877322-25-000021,1877322,ESAB CORP,US,MD,NORTH BETHESDA,2025-02-20 06:33:00.0,10-K,20241231.0,2024.0,FY,306593000.0,385198000.0,313489000.0,,35600000.0,214358000.0,205285000.0,2593480000.0,700000.0,1607399000.0,3828629000.0,0.1277125343489699,0.0536184101410713,0.0582858891845512,1.2563822396466977,1.3818784259539791,0.0791542637691441,0.6773913063919226,False,Low Risk,104.36825396825397,121.025,Low Risk,Growth
LH,0000920148-25-000032,920148,LABCORP HOLDINGS INC.,US,NC,BURLINGTON,2025-02-25 12:59:00.0,10-K,20241231.0,2024.0,FY,827500000.0,1913300000.0,804000000.0,0.0,193600000.0,1955900000.0,1279100000.0,11863900000.0,,10273400000.0,16725100000.0,0.12450600580139,0.0764778685927139,0.0804586855877616,2.3121450151057403,0.6280004672260401,0.1078144623606065,0.7093470293152209,False,Low Risk,218.2569841269841,239.80744897959184,Low Risk,Growth
VC,0001111335-25-000006,1111335,VISTEON CORP,US,MI,VAN BUREN TOWNSHIP,2025-02-18 07:09:00.0,10-K,20241231.0,2024.0,FY,551000000.0,666000000.0,,,-18000000.0,167000000.0,124000000.0,3756000000.0,27000000.0,1038000000.0,2727000000.0,0.1194605009633911,0.0454712137880454,0.056985294117647,1.208711433756806,1.6271676300578035,0.0330138445154419,1.3773377337733774,False,Low Risk,104.91373015873016,81.92438775510205,High Risk,Growth
HLT,0001585689-25-000008,1585689,HILTON WORLDWIDE HOLDINGS INC.,US,VA,MCLEAN,2025-02-06 10:06:00.0,10-K,20241231.0,2024.0,FY,457000000.0,1487000000.0,,,38000000.0,1681000000.0,1255000000.0,8773000000.0,,10720000000.0,15401000000.0,0.117070895522388,0.0814882150509707,0.083980192719486,3.25382932166302,0.436660447761194,0.1430525475891941,0.5696383351730407,False,Low Risk,216.08420634920637,241.41346938775507,Low Risk,Growth
